GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,905.3157472122365,,,,,,,,,,,2003,Subsector,3.  Agriculture
B.  Manure management,,156.4224305231209,10.56411960806682,,,,,,,,75.25995285544661,,2003,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,2003,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,45.96784608778641,,,,,,30.72928135473951,NE,41.3876257382644,,2003,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,2003,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,2003,Subsector,3.  Agriculture
G. Liming,781.966575445492,,,,,,,,,,,,2003,Subsector,3.  Agriculture
H. Urea application,185.55100299580894,,,,,,,,,,,,2003,Subsector,3.  Agriculture
