GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,989.8138360371127,,,,,,,,,,,1999,Subsector,3.  Agriculture
B.  Manure management,,170.1118943865644,11.55904303026542,,,,,,,,77.39026335915206,,1999,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1999,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,50.46471303003741,,,,,,35.72149009037212,NE,47.18438009781767,,1999,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1999,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,1999,Subsector,3.  Agriculture
G. Liming,768.7174913770759,,,,,,,,,,,,1999,Subsector,3.  Agriculture
H. Urea application,158.83944196676083,,,,,,,,,,,,1999,Subsector,3.  Agriculture
