GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,980.3848737068555,,,,,,,,,,,1995,Subsector,3.  Agriculture
B.  Manure management,,168.49802033592374,11.4358865254303,,,,,,,,73.53670490055451,,1995,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1995,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,49.57119364145385,,,,,,35.50827801891119,NE,39.8750959042077,,1995,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1995,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,1995,Subsector,3.  Agriculture
G. Liming,911.7815067764477,,,,,,,,,,,,1995,Subsector,3.  Agriculture
H. Urea application,178.4050347589481,,,,,,,,,,,,1995,Subsector,3.  Agriculture
