GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,887.3320981033988,,,,,,,,,,,2007,Subsector,3.  Agriculture
B.  Manure management,,155.49242563234714,10.30544851019885,,,,,,,,74.61938330125074,,2007,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,2007,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,41.60676323742716,,,,,,26.39299968162092,NE,40.80352688309299,,2007,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,2007,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,2007,Subsector,3.  Agriculture
G. Liming,1386.3679899186209,,,,,,,,,,,,2007,Subsector,3.  Agriculture
H. Urea application,252.19250404999846,,,,,,,,,,,,2007,Subsector,3.  Agriculture
