GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,986.8828240738336,,,,,,,,,,,1994,Subsector,3.  Agriculture
B.  Manure management,,170.27113370271204,11.4598945082763,,,,,,,,73.7796665603956,,1994,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1994,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,49.42064659652281,,,,,,35.44985074911332,NE,42.03382439183073,,1994,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1994,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,1994,Subsector,3.  Agriculture
G. Liming,890.6279511511387,,,,,,,,,,,,1994,Subsector,3.  Agriculture
H. Urea application,218.43227507866808,,,,,,,,,,,,1994,Subsector,3.  Agriculture
