GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
Total national emissions and removals,417899.521751107,2248.850292344083,75.76462361336294,13349.290500012065,257.22316213203703,NO,0.01778316379032,2.096730672e-05,1019.8063067471606,1607.682033471529,824.2954852243258,269.8226806622749,2015,Subsector,Multilateral operations
1. Energy,393879.784168174,306.3086194036188,8.48806159270164,,,,,,970.0881009371091,1247.404465589603,234.4705590673908,246.3261680225674,2015,Subsector,Multilateral operations
A. Fuel combustion     Reference approach(2),391069.896690627,,,,,,,,,,,,2015,Subsector,Multilateral operations
                                           Sectoral approach(2),389238.55229575833,44.18927413111785,8.36858189811008,,,,,,967.7502456901304,1230.4436073790866,99.41570763796523,229.44305524854855,2015,Subsector,Multilateral operations
1.  Energy industries,133730.07392915373,13.35231848898785,3.21683359354823,,,,,,266.5443953774773,93.74694394420312,4.38425036778905,127.48031298244723,2015,Subsector,Multilateral operations
2.  Manufacturing industries and construction                          ,42027.65315585013,3.52305880415162,0.69827351023728,,,,,,128.02471162960364,389.68675475610587,16.69749408249628,49.99310599084048,2015,Subsector,Multilateral operations
3.  Transport,121508.4558689914,4.58615772312053,3.74059801228403,,,,,,445.4411860101318,412.11597596786123,49.21729700116467,13.99843446329911,2015,Subsector,Multilateral operations
4.  Other sectors,90310.43505520851,22.68350291273241,0.65409332819317,,,,,,114.67891950476354,331.2767928902639,28.45931778122869,36.41571449485103,2015,Subsector,Multilateral operations
5.  Other,1661.934286554562,0.04423620212544,0.05878345384737,,,,,,13.06103316815423,3.61713982065263,0.65734840528654,1.5554873171107,2015,Subsector,Multilateral operations
B. Fugitive emissions from fuels,4641.231872415691,262.11934527250094,0.11947969459156,,,,,,2.33785524697857,16.96085821051625,135.05485142942558,16.88311277401884,2015,Subsector,Multilateral operations
1.  Solid fuels,451.8412692934965,55.38099705620685,0.00024887736,,,,,,0.2636845544,7.34225780943431,10.19991418504515,16.50236153865375,2015,Subsector,Multilateral operations
2.  Oil and natural gas and other emissions from energy production,4189.390603122195,206.7383482162941,0.11923081723156,,,,,,2.07417069257857,9.61860040108194,124.85493724438044,0.38075123536509,2015,Subsector,Multilateral operations
C. CO2 Transport and storage,NO,,,,,,,,,,,,2015,Subsector,Multilateral operations
2.  Industrial processes and product use,28209.289972096725,3.35925533039012,2.87991358919633,13349.290500012065,257.22316213203703,NO,0.01778316379032,2.096730672e-05,17.49821103293621,287.555678784458,458.4069329565112,22.74353094225597,2015,Subsector,Multilateral operations
A.  Mineral industry,6667.86394454929,,,,,,,,NO,1.22423657912707,0.82464157670242,4.027,2015,Subsector,Multilateral operations
B.  Chemical industry,4727.754139532278,2.40045115128923,0.10399393246879,2.0212,159.06265583623554,NO,NO,NO,4.52981100954273,17.92085649588704,13.65789065213665,1.19603984175918,2015,Subsector,Multilateral operations
C.  Metal industry,16325.3921200807,0.75507188326892,0.03908937946758,2.07714,10.1334042645381,,0.00348365,,11.84671176072246,260.50892833545873,2.80229518720272,13.96389396221134,2015,Subsector,Multilateral operations
D.  Non-energy products from fuels and solvent use ,488.2797679344568,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",336.43108244664626,1.45119713828545,2015,Subsector,Multilateral operations
E.  Electronic industry ,,,,25.24792884911776,"NO,NE,IE",NO,"NO,IE",2.096730672e-05,,,,,2015,Subsector,Multilateral operations
F.  Product uses as substitutes for ODS,,,,13319.944231162948,NO,,,,,,,,2015,Subsector,Multilateral operations
G.  Other product manufacture and use ,NO,NO,2.73683027725996,,88.02710203126342,,0.01429951379032,,0.06898826267102,2.11180737398518,0.18550177295986,NO,2015,Subsector,Multilateral operations
H.  Other(3),"NO,NE,IE",0.20373229583197,NO,,,,,,1.0527,5.78985,104.50552132086327,2.1054,2015,Subsector,Multilateral operations
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,2015,Subsector,Multilateral operations
