GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Mineral industry,9021.22289645468,,,,,,,,NO,4.10245097954052,1.95285428872973,17.1685425914134,2005,Subsector,2.  Industrial processes and product use
B.  Chemical industry,6380.462418097132,3.74248600458543,9.50985495045854,446.23983184,136.84720111050413,NO,NO,NO,6.47874367570624,33.84838461035275,39.4142610423741,7.19273043797381,2005,Subsector,2.  Industrial processes and product use
C.  Metal industry,20265.218732113626,1.11663824469567,0.05628532346957,NO,103.85345696783337,,0.0103364275,,13.03245686945679,339.3001006466998,3.87199385659253,19.15806683005453,2005,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,515.9252423219475,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",390.52361752842256,1.70207643756047,2005,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,16.48511973542861,"NO,NE,IE","NO,NE","NO,NE,IE",2.049949448e-05,,,,,2005,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,8214.449908068718,3.20394859362821,,,,,,,,2005,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,NO,NO,2.75451593839013,,122.23377617224476,,0.03446420318911,,0.0984402,3.0133639,0.26469476,NO,2005,Subsector,2.  Industrial processes and product use
H.  Other(3),"IE,NE,NO",0.51417786616677,NO,,,,,,1.55204422115128,8.53624321633202,90.4680252677547,3.10408844230255,2005,Subsector,2.  Industrial processes and product use
