GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,914.4122927821281,,,,,,,,,,,2005,Subsector,3.  Agriculture
B.  Manure management,,156.92611791529484,10.69273070061971,,,,,,,,76.1676641069052,,2005,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,2005,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,43.82048743001639,,,,,,28.5242586202295,NE,41.0759845291593,,2005,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,2005,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,2005,Subsector,3.  Agriculture
G. Liming,1380.4510049826836,,,,,,,,,,,,2005,Subsector,3.  Agriculture
H. Urea application,186.73766674111198,,,,,,,,,,,,2005,Subsector,3.  Agriculture
