GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Mineral industry,6442.683099813368,,,,,,,,NO,1.91156848278431,1.05918235104946,5.518,2016,Subsector,2.  Industrial processes and product use
B.  Chemical industry,4666.93409514041,2.97589747491305,0.08919391436513,1.984,168.837455915557,NO,NO,NO,4.36168975117024,20.82285516031737,14.02139463281403,1.42769058703604,2016,Subsector,2.  Industrial processes and product use
C.  Metal industry,11329.297413733699,0.48459419701526,0.02548710122153,2.00122,12.83507443559186,,0.00319485,,7.76956424346803,179.45630615240728,1.95363407882296,9.72347708682211,2016,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,549.3921450286517,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",333.5341960297516,1.4721682460454,2016,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,24.50123146498609,"NO,NE,IE",NO,"NO,IE",2.096730672e-05,,,,,2016,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,13331.23967467279,NO,,,,,,,,2016,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,NO,NO,2.79954748334049,,85.55925247236787,,0.01588266794551,,0.06612431997954,2.02413890604026,0.17780094927831,NO,2016,Subsector,2.  Industrial processes and product use
H.  Other(3),"NO,NE,IE",0.23967477526842,NO,,,,,,1.1532,6.3426,107.17321141446492,2.3064,2016,Subsector,2.  Industrial processes and product use
