GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,975.9177750286402,,,,,,,,,,,1991,Subsector,3.  Agriculture
B.  Manure management,,164.58572854685056,11.36037153210608,,,,,,,,72.04190485312606,,1991,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1991,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,50.85887784063269,,,,,,36.20364503040167,NE,43.27263299171916,,1991,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1991,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,6.56362189372771,0.17016797502258,,,,,,5.6717016386717,168.58322437734302,3.4685943979183,,1991,Subsector,3.  Agriculture
G. Liming,1016.4167639794517,,,,,,,,,,,,1991,Subsector,3.  Agriculture
H. Urea application,369.64186970555056,,,,,,,,,,,,1991,Subsector,3.  Agriculture
