GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,997.7003618589164,,,,,,,,,,,1996,Subsector,3.  Agriculture
B.  Manure management,,173.30826814280388,11.84862033377254,,,,,,,,76.72175741208598,,1996,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1996,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,50.24793621390635,,,,,,35.74786020079442,NE,41.70934969110974,,1996,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1996,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,1996,Subsector,3.  Agriculture
G. Liming,1072.2987376876547,,,,,,,,,,,,1996,Subsector,3.  Agriculture
H. Urea application,119.95509699595222,,,,,,,,,,,,1996,Subsector,3.  Agriculture
