GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,984.1454650977182,,,,,,,,,,,1993,Subsector,3.  Agriculture
B.  Manure management,,167.4183534291007,11.39406334079226,,,,,,,,73.05895960808567,,1993,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1993,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,47.45275962672041,,,,,,33.50577095699734,NE,42.84463850108988,,1993,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1993,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.1603986102603,0.00415848248823,,,,,,0.1366358531847,3.96243974235632,0.0297034463445,,1993,Subsector,3.  Agriculture
G. Liming,890.4238392064632,,,,,,,,,,,,1993,Subsector,3.  Agriculture
H. Urea application,215.5353833925925,,,,,,,,,,,,1993,Subsector,3.  Agriculture
