GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
Total national emissions and removals,568441.0823483546,3616.8859147390417,87.7989264444471,8677.174859644147,366.13838284421047,"NO,NE",0.04480063068911,2.049949448e-05,1751.8679645179084,3266.1997809568675,1240.7652792150652,789.3378702763698,2005,Subsector,Long-term storage of C in waste disposal sites
1. Energy,533765.6345130343,492.31197591309655,10.33784718108434,,,,,,1696.8005197802986,2803.055185769608,582.2238740930072,740.0738529876385,2005,Subsector,Long-term storage of C in waste disposal sites
A. Fuel combustion     Reference approach(2),529805.0368135716,,,,,,,,,,,,2005,Subsector,Long-term storage of C in waste disposal sites
                                           Sectoral approach(2),527767.0914892529,56.34581935137691,10.19032271811935,,,,,,1693.511797958002,2783.0167221769866,308.0521051383122,730.8925697881887,2005,Subsector,Long-term storage of C in waste disposal sites
1.  Energy industries,213862.09407176732,13.82099701742705,4.04662244990484,,,,,,492.94892085248233,105.19857586855161,6.37847848460667,470.9402556915186,2005,Subsector,Long-term storage of C in waste disposal sites
2.  Manufacturing industries and construction                          ,66049.36977833149,2.89438819095705,0.79590702398832,,,,,,233.93953135441038,540.9367320601634,27.27034225927073,115.45885900088194,2005,Subsector,Long-term storage of C in waste disposal sites
3.  Transport,131936.74624610224,15.86533291667078,4.5564887933769,,,,,,773.268922850642,1779.6796532395256,235.6736934160111,76.87328301705647,2005,Subsector,Long-term storage of C in waste disposal sites
4.  Other sectors,113072.54980830329,23.69120376610375,0.68835811581667,,,,,,171.2502684714961,351.10337589886973,37.57737316806965,61.51049805199689,2005,Subsector,Long-term storage of C in waste disposal sites
5.  Other,2846.3315847485546,0.07389746021828,0.10294633503262,,,,,,22.10415442897113,6.09838510987622,1.15221781035403,6.10967402673478,2005,Subsector,Long-term storage of C in waste disposal sites
B. Fugitive emissions from fuels,5998.543023781423,435.96615656171963,0.14752446296499,,,,,,3.28872182229676,20.0384635926217,274.171768954695,9.18128319944979,2005,Subsector,Long-term storage of C in waste disposal sites
1.  Solid fuels,161.446352564963,154.7600592095866,0.0001429812,,,,,,0.23668573450685,7.42555677367044,31.68676580245786,7.91807500316381,2005,Subsector,Long-term storage of C in waste disposal sites
2.  Oil and natural gas and other emissions from energy production,5837.096671216459,281.20609735213304,0.14738148176499,,,,,,3.05203608778991,12.61290681895126,242.48500315223714,1.26320819628598,2005,Subsector,Long-term storage of C in waste disposal sites
C. CO2 Transport and storage,NO,,,,,,,,,,,,2005,Subsector,Long-term storage of C in waste disposal sites
2.  Industrial processes and product use,36182.829288987385,5.37330211544787,12.32065621231824,8677.174859644147,366.13838284421047,"NO,NE",0.04480063068911,2.049949448e-05,21.16168496631431,388.80054335292505,526.4954467438736,48.32550473930476,2005,Subsector,Long-term storage of C in waste disposal sites
A.  Mineral industry,9021.22289645468,,,,,,,,NO,4.10245097954052,1.95285428872973,17.1685425914134,2005,Subsector,Long-term storage of C in waste disposal sites
B.  Chemical industry,6380.462418097132,3.74248600458543,9.50985495045854,446.23983184,136.84720111050413,NO,NO,NO,6.47874367570624,33.84838461035275,39.4142610423741,7.19273043797381,2005,Subsector,Long-term storage of C in waste disposal sites
C.  Metal industry,20265.218732113626,1.11663824469567,0.05628532346957,NO,103.85345696783337,,0.0103364275,,13.03245686945679,339.3001006466998,3.87199385659253,19.15806683005453,2005,Subsector,Long-term storage of C in waste disposal sites
D.  Non-energy products from fuels and solvent use ,515.9252423219475,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",390.52361752842256,1.70207643756047,2005,Subsector,Long-term storage of C in waste disposal sites
E.  Electronic industry ,,,,16.48511973542861,"NO,NE,IE","NO,NE","NO,NE,IE",2.049949448e-05,,,,,2005,Subsector,Long-term storage of C in waste disposal sites
F.  Product uses as substitutes for ODS,,,,8214.449908068718,3.20394859362821,,,,,,,,2005,Subsector,Long-term storage of C in waste disposal sites
G.  Other product manufacture and use ,NO,NO,2.75451593839013,,122.23377617224476,,0.03446420318911,,0.0984402,3.0133639,0.26469476,NO,2005,Subsector,Long-term storage of C in waste disposal sites
H.  Other(3),"IE,NE,NO",0.51417786616677,NO,,,,,,1.55204422115128,8.53624321633202,90.4680252677547,3.10408844230255,2005,Subsector,Long-term storage of C in waste disposal sites
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,2005,Subsector,Long-term storage of C in waste disposal sites
