GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,910.2002543222967,,,,,,,,,,,2001,Subsector,3.  Agriculture
B.  Manure management,,158.01212708682624,10.8712401262127,,,,,,,,75.00476238887273,,2001,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,2001,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,45.87948281843053,,,,,,31.08474920675071,NE,42.96866491347125,,2001,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,2001,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,2001,Subsector,3.  Agriculture
G. Liming,679.6425199195832,,,,,,,,,,,,2001,Subsector,3.  Agriculture
H. Urea application,176.39767622511465,,,,,,,,,,,,2001,Subsector,3.  Agriculture
