GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,992.6772419188875,,,,,,,,,,,1998,Subsector,3.  Agriculture
B.  Manure management,,172.99614611488107,11.89334166424726,,,,,,,,77.22021508182964,,1998,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1998,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,50.02567619993229,,,,,,35.05139401982503,NE,45.22481127218374,,1998,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1998,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,1998,Subsector,3.  Agriculture
G. Liming,817.735351240372,,,,,,,,,,,,1998,Subsector,3.  Agriculture
H. Urea application,165.97620635094168,,,,,,,,,,,,1998,Subsector,3.  Agriculture
