GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
Total national emissions and removals,473376.85676559666,2366.788999797462,74.5133580379318,13176.893651548758,274.1761522509474,"NO,NE",0.02019341537578,2.096730672e-05,1133.7626254263027,1758.2641664857886,841.3894251666495,418.34096960562863,2013,Subsector,CO2 emissions from biomass
1. Energy,447132.9217394318,340.85998083563913,8.65113595789591,,,,,,1084.3666446612865,1375.7915231025079,260.1037163532717,392.6739351904521,2013,Subsector,CO2 emissions from biomass
A. Fuel combustion     Reference approach(2),443099.1838165428,,,,,,,,,,,,2013,Subsector,CO2 emissions from biomass
                                           Sectoral approach(2),442915.844922511,43.58338491914937,8.53298281723013,,,,,,1081.8598638113824,1356.1124653216057,111.09016538361902,370.6310294996526,2013,Subsector,CO2 emissions from biomass
1.  Energy industries,177979.29632870684,11.29309732598529,3.72360344359576,,,,,,346.8989152258393,103.30984925768513,4.68117578367785,226.9048649205427,2013,Subsector,CO2 emissions from biomass
2.  Manufacturing industries and construction                          ,44074.61077829347,2.93709576143621,0.60416914627232,,,,,,131.66326675540162,369.74952928282306,15.88319435686302,82.18027517560321,2013,Subsector,CO2 emissions from biomass
3.  Transport,117304.19401315339,5.3177159910776,3.46947022005815,,,,,,462.76585977439254,529.181673123949,60.42130157382617,19.76138413635641,2013,Subsector,CO2 emissions from biomass
4.  Other sectors,101269.04804247404,23.97544059608405,0.65337170329169,,,,,,121.66488827481396,348.9231552079787,29.18440341971207,38.15560159919483,2013,Subsector,CO2 emissions from biomass
5.  Other,2288.6957598833087,0.06003524456622,0.08236830401221,,,,,,18.86693378093502,4.94825844916967,0.92009024953992,3.62890366795544,2013,Subsector,CO2 emissions from biomass
B. Fugitive emissions from fuels,4217.076816920779,297.2765959164898,0.11815314066578,,,,,,2.50678084990401,19.67905778090218,149.0135509696527,22.0429056907995,2013,Subsector,CO2 emissions from biomass
1.  Solid fuels,278.37576780473466,68.18105482585328,0.00012607164,,,,,,0.20348885371111,10.18018129674273,14.80495608966232,21.46368476996825,2013,Subsector,CO2 emissions from biomass
2.  Oil and natural gas and other emissions from energy production,3938.701049116044,229.0955410906365,0.11802706902578,,,,,,2.3032919961929,9.49887648415945,134.20859487999036,0.57922092083125,2013,Subsector,CO2 emissions from biomass
C. CO2 Transport and storage,NO,,,,,,,,,,,,2013,Subsector,CO2 emissions from biomass
2.  Industrial processes and product use,30319.639452665302,5.21360768406689,2.93340495673303,13176.893651548758,274.1761522509474,"NO,NE",0.02019341537578,2.096730672e-05,17.37084088364474,303.56322715310296,454.7565696620189,24.84410370465619,2013,Subsector,CO2 emissions from biomass
A.  Mineral industry,6626.593302489256,,,,,,,,NO,1.15967101013741,0.69835585578495,5.007,2013,Subsector,CO2 emissions from biomass
B.  Chemical industry,4921.8576534697695,4.24299700342183,0.15047638692308,30.6688,175.0577832387625,NO,NO,NO,4.64931444085378,24.78326141221571,15.93239760285706,0.77031347654613,2013,Subsector,CO2 emissions from biomass
C.  Metal industry,18042.610731102377,0.78989788719205,0.0442647292792,2.37562,6.25175670580764,,0.00453815,,11.56271461438327,269.31046598338105,3.07336107902716,15.59833240046376,2013,Subsector,CO2 emissions from biomass
D.  Non-energy products from fuels and solvent use ,728.5777656039002,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",334.5039147002498,1.3050578276463,2013,Subsector,CO2 emissions from biomass
E.  Electronic industry ,,,,25.52903845255556,"NO,NE,IE","NO,NE","NO,NE,IE",2.096730672e-05,,,,,2013,Subsector,CO2 emissions from biomass
F.  Product uses as substitutes for ODS,,,,13118.320193096202,NO,,,,,,,,2013,Subsector,CO2 emissions from biomass
G.  Other product manufacture and use ,NO,NO,2.73866384053075,,92.86661230637723,,0.01565526537578,,0.07711182840769,2.36047874736879,0.20734513860735,NO,2013,Subsector,CO2 emissions from biomass
H.  Other(3),"IE,NE,NO",0.18071279345301,NO,,,,,,1.0817,5.94935,100.34119528549252,2.1634,2013,Subsector,CO2 emissions from biomass
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,2013,Subsector,CO2 emissions from biomass
