GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
Total national emissions and removals,583385.0584462105,5355.291009471564,137.0323899641951,13764.685728208276,538.7008464761537,"NO,NE",0.05098350085002,1.133954194e-05,2591.241346295202,7191.771982358986,2501.361136018688,3114.5282959553765,1993,Subsector,Indirect CO2
1. Energy,539546.6466957834,1421.4490128672583,11.93485266144121,,,,,,2509.0962441334,6525.484927651454,1540.425433470332,3033.2242317134874,1993,Subsector,Indirect CO2
A. Fuel combustion     Reference approach(2),532929.7716399181,,,,,,,,,,,,1993,Subsector,Indirect CO2
                                           Sectoral approach(2),532911.0132782923,130.22307370108547,11.77998993307841,,,,,,2504.8872560988375,6475.555596792488,981.3073889624735,3017.2472247791666,1993,Subsector,Indirect CO2
1.  Energy industries,208802.33370831798,9.9220225132317,4.17113417539241,,,,,,655.1593840661476,128.04745275787434,9.14670630933863,2150.483705471696,1993,Subsector,Indirect CO2
2.  Manufacturing industries and construction                          ,74066.51052749823,3.87727939512361,0.94357307204029,,,,,,313.1869071671409,482.076630786344,28.04208096972169,478.1269660284243,1993,Subsector,Indirect CO2
3.  Transport,121998.99797121914,47.43329870075394,5.15263705709781,,,,,,1270.2159721409341,4736.3317022791325,852.4940949054097,142.29537672521303,1993,Subsector,Indirect CO2
4.  Other sectors,123894.8655016057,68.88126185088214,1.36356188539343,,,,,,234.01567665149264,1120.1322617900164,89.95049456673647,237.14029356350787,1993,Subsector,Indirect CO2
5.  Other,4148.30556965114,0.10921124109409,0.14908374315447,,,,,,32.3093160731223,8.96754917912135,1.67401221126701,9.20088299032542,1993,Subsector,Indirect CO2
B. Fugitive emissions from fuels,6635.633417491165,1291.2259391661726,0.1548627283628,,,,,,4.20898803456263,49.92933085896587,559.1180445078586,15.97700693432087,1993,Subsector,Indirect CO2
1.  Solid fuels,1022.2091415743453,829.103641348178,0.000150336,,,,,,0.37389375861335,32.67154670529583,156.3133757177346,15.42735254105021,1993,Subsector,Indirect CO2
2.  Oil and natural gas and other emissions from energy production,5613.42427591682,462.12229781799465,0.1547123923628,,,,,,3.83509427594928,17.25778415367004,402.804668790124,0.54965439327066,1993,Subsector,Indirect CO2
C. CO2 Transport and storage,NO,,,,,,,,,,,,1993,Subsector,Indirect CO2
2.  Industrial processes and product use,39558.08022770985,11.32405954341662,55.18191231177258,13764.685728208276,538.7008464761537,"NO,NE",0.05098350085002,1.133954194e-05,39.88287674011618,608.8398204884074,826.574856099052,75.80912471242077,1993,Subsector,Indirect CO2
A.  Mineral industry,7965.099800860758,,,,,,,,NO,3.23658172117978,3.01507603723722,8.61213928289285,1993,Subsector,Indirect CO2
B.  Chemical industry,7425.547412528549,9.0199110173254,53.10217161017811,13543.531817589494,40.13152254223736,NO,NO,NO,16.32915617595556,89.5647424590633,150.57415979467808,35.38585763247068,1993,Subsector,Indirect CO2
C.  Metal industry,22471.20406027026,1.54417119849717,0.06689214313789,NO,399.0121039510152,,0.01698125,,21.9557514443748,502.6102025493424,4.12225496386753,27.15307234671474,1993,Subsector,Indirect CO2
D.  Non-energy products from fuels and solvent use ,1696.2289540502811,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",579.0270141892868,1.83163201077086,1993,Subsector,Indirect CO2
E.  Electronic industry ,,,,7.7287590579815,"NO,NE,IE","NO,NE","NO,NE,IE",1.133954194e-05,,,,,1993,Subsector,Indirect CO2
F.  Product uses as substitutes for ODS,,,,213.42515156080225,NO,,,,,,,,1993,Subsector,Indirect CO2
G.  Other product manufacture and use ,NO,NO,2.01284855845658,,99.55721998290115,,0.03400225085002,,0.1847574,5.6556293,0.49679212,NO,1993,Subsector,Indirect CO2
H.  Other(3),"IE,NE,NO",0.75997732759405,NO,,,,,,1.41321171978582,7.77266445882202,89.33955899398244,2.82642343957164,1993,Subsector,Indirect CO2
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,1993,Subsector,Indirect CO2
