GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
Total national emissions and removals,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,"NO,NE",0.0569484059461,1.884519809e-05,2372.1104771548808,6338.097900190295,2221.900675146422,2164.5693448588245,1996,Subsector,Long-term storage of C in waste disposal sites
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,,,2291.107595247134,5638.388325191929,1313.3967661208328,2078.8993577343294,1996,Subsector,Long-term storage of C in waste disposal sites
A. Fuel combustion     Reference approach(2),532342.6453999433,,,,,,,,,,,,1996,Subsector,Long-term storage of C in waste disposal sites
                                           Sectoral approach(2),533006.9536396476,102.83639204279996,11.83076103718221,,,,,,2285.7006135290376,5583.649086969081,833.8952045178529,2068.2186369489937,1996,Subsector,Long-term storage of C in waste disposal sites
1.  Energy industries,203508.58313422962,10.77519935349093,3.83759385921644,,,,,,561.372981846061,132.66604801442688,10.94720936819075,1497.0955875984569,1996,Subsector,Long-term storage of C in waste disposal sites
2.  Manufacturing industries and construction                          ,70083.26340757462,3.63383085802241,0.89940227465614,,,,,,289.5148926893799,437.5340364091234,27.26401662652318,243.9337018521831,1996,Subsector,Long-term storage of C in waste disposal sites
3.  Transport,127482.35530465136,38.73197386943333,5.86692623929426,,,,,,1173.968473133884,4196.503735778488,726.7865548328737,130.92747744228723,1996,Subsector,Long-term storage of C in waste disposal sites
4.  Other sectors,128120.73624566931,49.59593292112566,1.08925004733358,,,,,,230.4382771097305,808.7643515639407,67.3513214003483,187.9159144536036,1996,Subsector,Long-term storage of C in waste disposal sites
5.  Other,3812.01554752272,0.09945504072763,0.13758861668179,,,,,,30.4059887499826,8.18091520310184,1.54610228991704,8.34595560246262,1996,Subsector,Long-term storage of C in waste disposal sites
B. Fugitive emissions from fuels,8706.853577325543,989.6437506576721,0.20851577932683,,,,,,5.40698171809663,54.73923822284757,479.5015616029799,10.68072078533605,1996,Subsector,Long-term storage of C in waste disposal sites
1.  Solid fuels,553.7547359513629,557.6112341454902,9.5904e-05,,,,,,0.43751431336066,31.44816049703289,101.02259501876676,10.23472261999185,1996,Subsector,Long-term storage of C in waste disposal sites
2.  Oil and natural gas and other emissions from energy production,8153.098841374179,432.0325165121818,0.20841987532683,,,,,,4.96946740473597,23.29107772581468,378.47896658421314,0.4459981653442,1996,Subsector,Long-term storage of C in waste disposal sites
C. CO2 Transport and storage,NO,,,,,,,,,,,,1996,Subsector,Long-term storage of C in waste disposal sites
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,"NO,NE",0.0569484059461,1.884519809e-05,37.04935508685372,640.2724870565922,771.4187507739173,82.69238696576281,1996,Subsector,Long-term storage of C in waste disposal sites
A.  Mineral industry,9469.175308820691,,,,,,,,NO,3.28292638119002,3.04523570029569,14.4162600941901,1996,Subsector,Long-term storage of C in waste disposal sites
B.  Chemical industry,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,NO,NO,NO,11.62795049869359,95.1883943885464,144.82298849306585,35.22077431668898,1996,Subsector,Long-term storage of C in waste disposal sites
C.  Metal industry,25042.711563355217,1.62068806762891,0.06894100960001,NO,295.4262339726769,,0.01698125,,23.7364342671241,528.5416751211577,4.45243910088222,28.03669853701564,1996,Subsector,Long-term storage of C in waste disposal sites
D.  Non-energy products from fuels and solvent use ,2047.2972296989342,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",525.5246318049811,1.96667257579604,1996,Subsector,Long-term storage of C in waste disposal sites
E.  Electronic industry ,,,,12.8444337684462,"NO,NE,IE","NO,NE","NO,NE,IE",1.884519809e-05,,,,,1996,Subsector,Long-term storage of C in waste disposal sites
F.  Product uses as substitutes for ODS,,,,1252.5767973227958,1.29051328501919,,,,,,,,1996,Subsector,Long-term storage of C in waste disposal sites
G.  Other product manufacture and use ,NO,NO,1.96582873095613,,147.29601057940246,,0.0399671559461,,0.1589796,4.8665422,0.42747848,NO,1996,Subsector,Long-term storage of C in waste disposal sites
H.  Other(3),"IE,NE,NO",0.77085945382999,NO,,,,,,1.52599072103603,8.39294896569815,93.14597719469235,3.05198144207205,1996,Subsector,Long-term storage of C in waste disposal sites
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,1996,Subsector,Long-term storage of C in waste disposal sites
