GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,989.1059098007647,,,,,,,,,,,1997,Subsector,3.  Agriculture
B.  Manure management,,173.30332686320406,12.02929450728553,,,,,,,,78.14503858478288,,1997,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,1997,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,50.89895817596661,,,,,,35.68922428113368,NE,47.40059880836868,,1997,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,1997,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,1997,Subsector,3.  Agriculture
G. Liming,886.5795008373989,,,,,,,,,,,,1997,Subsector,3.  Agriculture
H. Urea application,163.90802590886625,,,,,,,,,,,,1997,Subsector,3.  Agriculture
