GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
Total national emissions and removals,557124.5530986828,3295.300347539717,84.18463560901452,9964.982765223729,264.93432439613827,"NO,NE",0.03533789528807,2.287057689e-05,1630.4012464689638,3068.3946718195198,1141.6148996719487,656.0755730119519,2007,Subsector,CO2 emissions from biomass
1. Energy,521469.4019720987,437.18250199446715,9.70437584022109,,,,,,1576.1404195968983,2582.0590600728606,498.1456017564252,606.7722194862217,2007,Subsector,CO2 emissions from biomass
A. Fuel combustion     Reference approach(2),515136.99080913264,,,,,,,,,,,,2007,Subsector,CO2 emissions from biomass
                                           Sectoral approach(2),516047.9367646219,50.44401124870181,9.56666663501946,,,,,,1573.3148130669927,2558.900733241306,253.9087578857088,595.3011935063124,2007,Subsector,CO2 emissions from biomass
1.  Energy industries,214775.86753509182,12.51559861068633,3.88160017301821,,,,,,466.4688695372122,104.59278602240418,4.92913897548675,373.2472552641233,2007,Subsector,CO2 emissions from biomass
2.  Manufacturing industries and construction                          ,61802.42163495861,2.84552032690029,0.79475725333421,,,,,,207.08204112002258,702.4916800854115,33.52615725158441,98.37206371614023,2007,Subsector,CO2 emissions from biomass
3.  Transport,132408.16788771746,13.02083260995947,4.09840854119293,,,,,,719.0027711715808,1408.3097203768577,178.6430148619755,59.76071809821632,2007,Subsector,CO2 emissions from biomass
4.  Other sectors,103294.50797065801,21.95820537203593,0.659594420185,,,,,,153.85055713046552,335.02330708596025,35.33571850827149,57.40327464463138,2007,Subsector,CO2 emissions from biomass
5.  Other,3766.971736195968,0.10385432911979,0.13230624728911,,,,,,26.91057410771151,8.48323967067233,1.47472828839066,6.51788178320122,2007,Subsector,CO2 emissions from biomass
B. Fugitive emissions from fuels,5421.465207476799,386.7384907457654,0.13770920520163,,,,,,2.82560652990568,23.15832683155473,244.23684387071637,11.47102597990926,2007,Subsector,CO2 emissions from biomass
1.  Solid fuels,245.67247780216212,113.43768111852702,0.00014433228,,,,,,0.23358636864444,11.7931502753183,25.65069491591885,10.8655556724233,2007,Subsector,CO2 emissions from biomass
2.  Oil and natural gas and other emissions from energy production,5175.792729674637,273.3008096272383,0.13756487292163,,,,,,2.59202016126124,11.36517655623643,218.58614895479752,0.60547030748596,2007,Subsector,CO2 emissions from biomass
C. CO2 Transport and storage,NO,,,,,,,,,,,,2007,Subsector,CO2 emissions from biomass
2.  Industrial processes and product use,37897.5469818352,5.8052768874768,11.90174070419308,9964.982765223729,264.93432439613827,"NO,NE",0.03533789528807,2.287057689e-05,22.32749792446417,406.95028608767257,514.0413417272456,48.41247711355264,2007,Subsector,CO2 emissions from biomass
A.  Mineral industry,9268.100847024903,,,,,,,,NO,3.36468448022393,3.59219683358854,15.8330310596693,2007,Subsector,CO2 emissions from biomass
B.  Chemical industry,6648.419805671293,3.79927815812457,8.8886551767111,164.1608679,67.71270600402872,NO,NO,NO,7.57550862136591,39.91668598734526,31.88353262593601,5.9263896030143,2007,Subsector,CO2 emissions from biomass
C.  Metal industry,21482.532464888813,1.12299094319429,0.05594680105126,NO,88.28769649156841,,0.0105421595,,13.08488866427409,352.2221437065704,3.56180375487732,21.82297187250822,2007,Subsector,CO2 emissions from biomass
D.  Non-energy products from fuels and solvent use ,498.4938642501908,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",383.46292704539354,1.67729450071248,2007,Subsector,CO2 emissions from biomass
E.  Electronic industry ,,,,20.8664430629792,"NO,NE,IE","NO,NE","NO,NE,IE",2.287057689e-05,,,,,2007,Subsector,CO2 emissions from biomass
F.  Product uses as substitutes for ODS,,,,9779.95545426075,1.17527852553563,,,,,,,,2007,Subsector,CO2 emissions from biomass
G.  Other product manufacture and use ,NO,NO,2.95713872643072,,107.75864337500548,,0.02479573578807,,0.0907056,2.7765992,0.24389728,NO,2007,Subsector,CO2 emissions from biomass
H.  Other(3),"IE,NE,NO",0.88300778615794,NO,,,,,,1.57639503882417,8.67017271353294,91.29698418745016,3.15279007764834,2007,Subsector,CO2 emissions from biomass
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,2007,Subsector,CO2 emissions from biomass
