GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,368.28792,0.00257544,0.01030176,Summary1.As3,BELARUS,2014,Sector
CO2 emissions from biomass,4959.4731728,,,Summary1.As3,BELARUS,2014,Sector
Indirect N2O,,,6.38833256156446,Summary1.As3,BELARUS,2014,Sector
