GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
1. Energy,75444.0681617562,125.12988540546787,2.882204958,Summary1.As1,BELARUS,1993,Sector
2.  Industrial processes and product use,3477.7744381784005,1.054254,1.6723113739904,Summary1.As1,BELARUS,1993,Sector
