Main_Category,Sub_Category,Detail_Category,Year,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt)
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,1993,7965.099800860758,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,1994,9075.512596453364,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,1995,9263.281723540988,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,1996,9469.175308820691,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,1997,9739.374403396352,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,1998,9849.090506251823,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,1999,9289.969602125286,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2000,9141.075330266223,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2001,8698.328512092441,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2002,8678.057784277655,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2003,8755.38977855664,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2004,9062.972208091229,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2005,9021.22289645468,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2006,9026.264373546564,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2007,9268.100847024903,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2008,8110.971674363819,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2009,5829.125687641584,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2010,6178.648156222963,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2011,6552.246417963199,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2012,6209.5550506884365,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2013,6626.593302489256,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2014,6744.2218746675135,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2015,6667.86394454929,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2016,6442.683099813368,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2017,6449.289252924166,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2018,6341.687735646159,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2019,6329.854369980611,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2020,5542.541381605896,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2021,6071.116553881695,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1990,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1991,7493.080241436179,8.87472921355697,80.42189158861585,12549.850247320996,16.07851391469603,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1992,7456.115937121439,9.44111304449843,65.80519170619417,13046.10265777254,16.1620677446289,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1993,7425.547412528549,9.0199110173254,53.10217161017811,13543.531817589494,40.13152254223736,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1994,7715.727862139439,9.23831358243582,53.03196812908923,14052.68090475102,72.23674057602744,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1995,7762.113615267349,7.19900957962818,47.96304206439326,14807.31548343136,104.34195860981733,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1996,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1997,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1998,7024.247761547371,5.1578316254702,49.17191108197887,12820.74546,50.80707718867246,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1999,7432.99320865499,4.39442352437566,17.28890421755205,5133.11832,23.4159743453958,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2000,6816.267125032734,4.11728164551534,17.88239429383521,2761.719046,27.61732950475711,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2001,6431.525202123311,4.01891028937249,15.52709404081474,2528.60525496625,66.94898509098134,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2002,6261.419239880947,4.24211581677519,10.16832053363855,2124.91009472,70.7958183156942,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2003,6528.977953824418,4.89410478982462,9.39120180971151,2069.5187332,69.13449510647553,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2004,6594.918539923172,4.33681530982506,12.08990160698251,442.0548908,111.9658918176859,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2005,6380.462418097132,3.74248600458543,9.50985495045854,446.23983184,136.84720111050413,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2006,5952.015142199488,3.43501293396053,7.63861019339605,393.65208525,111.9658918176859,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2007,6648.419805671293,3.79927815812457,8.8886551767111,164.1608679,67.71270600402872,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2008,5725.734346358123,3.04886376679168,8.09568530438516,112.573,14.48447648117679,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2009,5063.827203653892,3.78036744447003,3.86342218054325,75.805,14.21789102446808,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2010,5393.110209211618,4.15025828183504,4.25404307970082,74.3653,48.0742440264824,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2011,4776.894442343906,3.67499357974853,0.67387299034228,70.04594,108.41141906156832,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2012,5396.259269062465,4.06051537408427,0.13023337593456,47.424986,105.74556449448076,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2013,4921.8576534697695,4.24299700342183,0.15047638692308,30.6688,175.0577832387625,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2014,4332.062081979135,3.97544815804647,0.14093087544632,2.1328,92.41629165904196,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2015,4727.754139532278,2.40045115128923,0.10399393246879,2.0212,159.06265583623554,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2016,4666.93409514041,2.97589747491305,0.08919391436513,1.984,168.837455915557,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2017,5100.562713794652,2.56146334925686,0.13150866487882,0.0,290.5781478125644,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2018,4594.485711280853,1.8043365172534,0.08895608266969,0.0,45.8526985539094,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2019,4378.767721457266,2.73577096868541,0.13368002575918,0.0,119.07483732991965,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2020,4513.425147361346,2.68802071006597,0.1714205040066,0.0,75.08823697297159,0.0
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2021,2995.065704775039,1.45823863922092,0.10962406442979,0.0,120.85207370797806,0.0
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1990,25429.247347380857,1.56863361472755,0.06955531634258,0.0,1396.756822824816,0.01698125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1991,24232.3036309544,1.47780118282677,0.06383472581813,0.0,1148.136025095774,0.01698125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1992,23019.003962862444,1.53954961906062,0.06596969875409,0.0,513.1553970238398,0.01698125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1993,22471.20406027026,1.54417119849717,0.06689214313789,0.0,399.0121039510152,0.01698125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1994,23456.046025778644,1.59617418382065,0.06869216428487,0.0,361.30848874656,0.01698125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1995,23989.84334057922,1.62637353410706,0.0703021204814,0.0,299.84417160048,0.01698125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1996,25042.711563355217,1.62068806762891,0.06894100960001,0.0,295.4262339726769,0.01698125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1997,24974.26981885538,1.65237878179306,0.07126410218431,0.0,230.4487513406184,0.01707625
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1998,22768.922024159056,1.58091937320662,0.06608896667846,0.0,217.63684285824337,0.01878625
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1999,24060.56152101584,1.55208783736777,0.06777811309458,0.0,196.46209856561487,0.02736
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2000,22059.7130667931,1.35536714094042,0.06273504345184,0.0,269.90159278947334,0.0435005
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2001,19934.321636178764,1.29534250351218,0.05949717970902,0.0,228.1859505961964,0.03009125
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2002,16939.65363881376,1.19439225141266,0.05157485649906,0.0,157.81945655966456,0.03371075
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2003,19617.068326759472,1.266079752277,0.0559244752277,0.0,116.31441728488196,0.0267698144
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2004,20007.67740154801,1.26058072771011,0.05818107277101,0.0,160.50066999851563,0.01547043992
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2005,20265.218732113623,1.11663824469567,0.05628532346957,0.0,103.85345696783337,0.0103364275
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2006,21037.654038338864,1.17679210566445,0.05278889856645,0.0,133.11553090574344,0.012011154
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2007,21482.532464888813,1.12299094319429,0.05594680105126,0.0,88.28769649156841,0.0105421595
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2008,20610.27392326488,1.0474805392797,0.05038086120797,5.2468,121.80417,0.007711017
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2009,15045.195756026693,0.81604634476463,0.03682781347646,2.66136,64.12458,0.005566069
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2010,13802.517782576528,0.60978012074407,0.03636697921557,2.72038,118.67667,0.007795757
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2011,12659.001736041087,0.61638917040375,0.03538765572037,2.6351,170.25530850660323,0.0054750495
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2012,13732.71103824904,0.69703249891659,0.03694836233166,2.11718,14.76121039060641,0.005526682
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2013,18042.610731102377,0.78989788719205,0.0442647292792,2.37562,6.25175670580764,0.00453815
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2014,18153.14527136814,0.89937009527039,0.04449565784704,2.03164,38.30344503590323,0.00448856
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2015,16325.3921200807,0.75507188326892,0.03908937946758,2.07714,10.1334042645381,0.00348365
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2016,11329.2974137337,0.48459419701526,0.02548710122153,2.00122,12.83507443559186,0.00319485
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2017,10897.336929725108,0.46497811226814,0.02479737422681,2.08,13.54851581209769,0.0043016
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2018,10183.941291651568,0.47450194860817,0.02428095486082,3.44734,9.41428480658285,0.00666045
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2019,10607.167470239689,0.44258336078888,0.02424358879889,2.21156,5.61767666357696,0.00336585
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2020,10732.3429741133,0.43721851255269,0.02389769517527,1.3416,3.84960143195263,0.00120365
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2021,10663.149498089171,0.46177572419222,0.02466249613922,2.25992,4.32210386133296,0.00163495
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1990,552.8086355924662,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1991,509.3956042325028,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1992,1511.6325418723688,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1993,1696.2289540502811,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1994,1640.658273216084,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1995,1566.010284588537,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1996,2047.2972296989344,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1997,1468.7536586592155,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1998,1022.56402055216,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,1999,522.1348674453151,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2000,579.2916933698668,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2001,554.3480086273114,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2002,1109.3269129952007,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2003,1072.1451614134724,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2004,1740.029458760258,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2005,515.9252423219475,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2006,521.5430152372323,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2007,498.4938642501908,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2008,798.5627338403846,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2009,494.6635821983113,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2010,1179.1888926182778,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2011,828.4946392097361,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2012,778.0782115908895,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2013,728.5777656039002,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2014,950.7667439476132,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2015,488.2797679344568,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2016,549.3921450286517,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2017,563.47574213564,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2018,473.49982473985074,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2019,472.4914203232224,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2020,373.2633991610408,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2021,402.4068214175966,0.0,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1990,0.0,0.0,0.0,4.65055273382887,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1991,0.0,0.0,0.0,5.5085797132203,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1992,0.0,0.0,0.0,6.52491267030939,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1993,0.0,0.0,0.0,7.7287590579815,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1994,0.0,0.0,0.0,9.15471510417915,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1995,0.0,0.0,0.0,10.84376004090018,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1996,0.0,0.0,0.0,12.8444337684462,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1997,0.0,0.0,0.0,15.2142317987246,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1998,0.0,0.0,0.0,17.49636656853323,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,1999,0.0,0.0,0.0,20.12082155381327,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2000,0.0,0.0,0.0,23.13894478688525,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2001,0.0,0.0,0.0,14.11475632,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2002,0.0,0.0,0.0,14.11475632,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2003,0.0,0.0,0.0,14.02703195186846,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2004,0.0,0.0,0.0,13.93945840139448,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2005,0.0,0.0,0.0,16.48511973542861,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2006,0.0,0.0,0.0,18.78715774976547,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2007,0.0,0.0,0.0,20.8664430629792,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2008,0.0,0.0,0.0,22.74206758802359,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2009,0.0,0.0,0.0,24.43149574664257,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2010,0.0,0.0,0.0,25.95070285771226,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2011,0.0,0.0,0.0,25.81014805599336,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2012,0.0,0.0,0.0,25.66959325427446,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2013,0.0,0.0,0.0,25.52903845255556,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2014,0.0,0.0,0.0,25.38848365083666,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2015,0.0,0.0,0.0,25.24792884911776,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2016,0.0,0.0,0.0,24.50123146498609,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2017,0.0,0.0,0.0,23.66361269349253,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2018,0.0,0.0,0.0,22.72143432653268,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2019,0.0,0.0,0.0,21.65901242478677,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2020,0.0,0.0,0.0,20.45831045803691,0.0,0.0
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2021,0.0,0.0,0.0,19.09858641653228,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1990,0.0,0.0,0.0,9.98099741468508,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1991,0.0,0.0,0.0,27.46690112625593,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1992,0.0,0.0,0.0,49.92863302767309,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1993,0.0,0.0,0.0,213.42515156080225,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1994,0.0,0.0,0.0,475.4674079717643,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1995,0.0,0.0,0.0,801.4941806942048,0.46079419992882,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1996,0.0,0.0,0.0,1252.5767973227958,1.29051328501919,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1997,0.0,0.0,0.0,1801.539630773958,2.48858956147309,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1998,0.0,0.0,0.0,2535.5810665058634,3.5944745953511,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1999,0.0,0.0,0.0,3372.4945810752342,4.70092338922304,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2000,0.0,0.0,0.0,4179.475111573336,5.20765456198175,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2001,0.0,0.0,0.0,5096.10273497948,5.32273262449346,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2002,0.0,0.0,0.0,5882.304766954802,5.14953778280228,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2003,0.0,0.0,0.0,6714.151710061723,4.7391121176303,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2004,0.0,0.0,0.0,7461.724427272295,4.11760907625297,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2005,0.0,0.0,0.0,8214.449908068718,3.20394859362821,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2006,0.0,0.0,0.0,9109.533731739475,2.28425379747406,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2007,0.0,0.0,0.0,9779.95545426075,1.17527852553563,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2008,0.0,0.0,0.0,10256.356413378538,0.43472507369969,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2009,0.0,0.0,0.0,10818.010467299013,0.2354927804142,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2010,0.0,0.0,0.0,11400.292066028636,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2011,0.0,0.0,0.0,12036.391406689208,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2012,0.0,0.0,0.0,12679.945077810113,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2013,0.0,0.0,0.0,13118.320193096202,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2014,0.0,0.0,0.0,13313.60683107285,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2015,0.0,0.0,0.0,13319.944231162948,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2016,0.0,0.0,0.0,13331.23967467279,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2017,0.0,0.0,0.0,13242.116290547929,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2018,0.0,0.0,0.0,12924.38127377758,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2019,0.0,0.0,0.0,12309.275406549888,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2020,0.0,0.0,0.0,11503.663884778716,0.0,0.0
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2021,0.0,0.0,0.0,10798.35178073706,0.0,0.0
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1990,0.0,0.0,2.01363224303966,0.0,70.83181122676056,0.03590505573414
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1991,0.0,0.0,2.02080590805121,0.0,78.83880397231675,0.03847576674504
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1992,0.0,0.0,2.01658876466249,0.0,88.32308687942798,0.04129395672488
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1993,0.0,0.0,2.01284855845658,0.0,99.55721998290116,0.03400225085002
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1994,0.0,0.0,2.01462571672402,0.0,112.86405064396511,0.03596043695483
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1995,0.0,0.0,2.01070908825522,0.0,128.62599156199553,0.03794925010729
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1996,0.0,0.0,1.96582873095613,0.0,147.29601057940246,0.0399671559461
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1997,0.0,0.0,1.96080059798528,0.0,169.4106481055209,0.0387392829415
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1998,0.0,0.0,1.98029109834595,0.0,163.2737472744737,0.03911085508732
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1999,0.0,0.0,1.98318907603947,0.0,187.76480936564533,0.03789650286023
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2000,0.0,0.0,2.02571851610929,0.0,215.9295307704913,0.03573036141182
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2001,0.0,0.0,2.04748379343195,0.0,131.71701377,0.03270662276026
