Main_Category,Sub_Category,Detail_Category,Year,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt)
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2002,0.0,0.0,2.04613454480315,0.0,131.71701377,0.03065833062207
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2003,0.0,0.0,2.04559759406436,0.0,131.10758511954432,0.0298220094966
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2004,0.0,0.0,2.41518355864172,0.0,130.4977797388685,0.03203352530097
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2005,0.0,0.0,2.75451593839013,0.0,122.23377617224476,0.03446420318911
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2006,0.0,0.0,2.76337744154084,0.0,114.67411985823314,0.02514585628218
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2007,0.0,0.0,2.95713872643072,0.0,107.75864337500548,0.02479573578807
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2008,0.0,0.0,3.14080354941435,0.0,101.43229475846894,0.02080813301348
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2009,0.0,0.0,2.72399262256608,0.0,95.64470361725562,0.01887128852603
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2010,0.0,0.0,2.75695788483492,0.0,90.34978396904762,0.02107807899001
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2011,0.0,0.0,3.22992220803775,0.0,97.70612258149076,0.01860116973136
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2012,0.0,0.0,2.94409575674292,0.0,101.1520236939339,0.01743989271597
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2013,0.0,0.0,2.73866384053075,0.0,92.86661230637723,0.01565526537578
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2014,0.0,0.0,2.82021961348286,0.0,88.49163841882037,0.01415995157775
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2015,0.0,0.0,2.73683027725996,0.0,88.02710203126342,0.01429951379032
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2016,0.0,0.0,2.79954748334049,0.0,85.55925247236787,0.01588266794551
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2017,0.0,0.0,2.85866494570992,0.0,82.79090593777134,0.01500801810709
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2018,0.0,0.0,2.8333805200533,0.0,79.67698788111879,0.0169561000735
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2019,0.0,0.0,2.88079129073923,0.0,76.16566257410209,0.01749201004888
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2020,0.0,0.0,2.52311917937539,0.0,72.19731892916643,0.01668004025218
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2021,0.0,0.0,2.51384649803103,0.0,67.70340419562372,0.01631473163969
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1990,0.0,1.24420140183634,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1991,0.0,1.00907940730941,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1992,0.0,0.90320775093853,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1993,0.0,0.75997732759405,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1994,0.0,0.85600532847644,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1995,0.0,0.8524186774075,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1996,0.0,0.77085945382999,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1997,0.0,0.73230513650008,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1998,0.0,0.70685823986494,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),1999,0.0,0.58414641071181,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2000,0.0,0.58556054248559,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2001,0.0,0.58142805982039,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2002,0.0,0.58637559414503,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2003,0.0,0.61753830023822,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2004,0.0,0.6076509962929,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2005,0.0,0.51417786616677,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2006,0.0,0.83487609725239,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2007,0.0,0.88300778615794,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2008,0.0,0.4313908947993,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2009,0.0,0.26571718598644,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2010,0.0,0.26962666257685,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2011,0.0,0.24863229692447,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2012,0.0,0.16075169962345,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2013,0.0,0.18071279345301,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2014,0.0,0.20273389974148,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2015,0.0,0.20373229583197,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2016,0.0,0.23967477526842,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2017,0.0,0.23569471108981,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2018,0.0,0.21473704139285,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2019,0.0,0.21374718645502,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2020,0.0,0.10485600586812,0.0,0.0,0.0,0.0
Total national emissions and removals,Industrial processes and product use,H.  Other(3),2021,0.0,0.16974390647637,0.0,0.0,0.0,0.0
Total national emissions and removals,Total,Total national emissions and removals,1990,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414
Total national emissions and removals,Total,Total national emissions and removals,1991,614363.2203847475,5419.626362665269,168.1944723172287,12582.825728160473,1243.0533429827867,0.05545701674504
Total national emissions and removals,Total,Total national emissions and removals,1992,597922.1096053956,5412.773361828221,151.4358931095106,13102.55620347052,617.6405516478967,0.05827520672488
Total national emissions and removals,Total,Total national emissions and removals,1993,583385.0584462105,5355.291009471564,137.0323899641951,13764.685728208276,538.7008464761537,0.05098350085002
Total national emissions and removals,Total,Total national emissions and removals,1994,577002.1620812862,5081.999547565378,139.2449717514107,14537.303027826963,546.4092799665525,0.05294168695483
Total national emissions and removals,Total,Total national emissions and removals,1995,569166.3775157833,5148.808197628839,134.66254722096738,15619.653424166469,533.2729159722217,0.05493050010729
Total national emissions and removals,Total,Total national emissions and removals,1996,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,0.0569484059461
Total national emissions and removals,Total,Total national emissions and removals,1997,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415
Total national emissions and removals,Total,Total national emissions and removals,1998,569367.1492088307,4881.873577704541,135.94562415593998,15373.822893074395,435.31214191674064,0.05789710508732
Total national emissions and removals,Total,Total national emissions and removals,1999,562016.9034296797,4656.257970000691,103.80261191427914,8525.733722629047,412.3438056658791,0.06525650286023
Total national emissions and removals,Total,Total national emissions and removals,2000,569664.5188886405,4440.300650440893,101.53920045003952,6964.333102360221,518.6561076267035,0.07923086141182
Total national emissions and removals,Total,Total national emissions and removals,2001,578183.0449040702,4264.230417310926,96.65904471149624,7638.82274626573,432.1746820816712,0.06279787276026
Total national emissions and removals,Total,Total national emissions and removals,2002,559951.8059813032,4169.075637858351,91.1035318049333,8021.329617994803,365.481826428161,0.06436908062207
Total national emissions and removals,Total,Total national emissions and removals,2003,570567.3833893036,3973.232719362052,89.62835714034085,8797.697475213592,321.2956096285321,0.0565918238966
Total national emissions and removals,Total,Total national emissions and removals,2004,571948.500800855,3792.249823994491,91.36188886184772,7917.718776473689,407.081950631323,0.04750396522097
Total national emissions and removals,Total,Total national emissions and removals,2005,568441.0823483546,3616.8859147390417,87.7989264444471,8677.174859644147,366.13838284421047,0.04480063068911
Total national emissions and removals,Total,Total national emissions and removals,2006,565670.0399673455,3448.0306923570392,84.13912809202536,9521.972974739245,362.0397963791365,0.03715701028218
Total national emissions and removals,Total,Total national emissions and removals,2007,557124.5530986828,3295.300347539717,84.18463560901452,9964.982765223727,264.93432439613827,0.03533789528807
Total national emissions and removals,Total,Total national emissions and removals,2008,541772.1831109255,3064.00486903141,82.10219333230248,10396.918280966562,238.15566631334545,0.02851915001348
Total national emissions and removals,Total,Total national emissions and removals,2009,490774.6576363848,2890.482014400067,76.75023506445102,10920.908323045656,174.2226674221379,0.02443735752603
Total national emissions and removals,Total,Total national emissions and removals,2010,508588.672878558,2704.6006281120312,78.20812912634254,11503.328448886346,257.10069799553,0.02887383599001
Total national emissions and removals,Total,Total national emissions and removals,2011,465540.5457017914,2598.7697149938194,75.51051576550616,12134.882594745202,376.3728501496623,0.02407621923136
Total national emissions and removals,Total,Total national emissions and removals,2012,483427.42299713567,2534.4961957293176,74.53535876362096,12755.156837064387,221.6587985790211,0.02296657471597
Total national emissions and removals,Total,Total national emissions and removals,2013,473376.8567655967,2366.788999797462,74.5133580379318,13176.893651548758,274.1761522509474,0.02019341537578
Total national emissions and removals,Total,Total national emissions and removals,2014,434008.9272177405,2287.2403627153226,76.4625576647936,13343.159754723689,219.2113751137656,0.01864851157775
Total national emissions and removals,Total,Total national emissions and removals,2015,417899.521751107,2248.850292344083,75.76462361336294,13349.290500012065,257.22316213203703,0.01778316379032
Total national emissions and removals,Total,Total national emissions and removals,2016,394833.8305490154,2176.2411266065988,74.01543319186187,13359.726126137775,267.2317828235167,0.01907751794551
Total national emissions and removals,Total,Total national emissions and removals,2017,382359.88176205545,2189.9158739040686,75.3843507921433,13267.85990324142,386.9175695624334,0.01930961810709
Total national emissions and removals,Total,Total national emissions and removals,2018,375082.01874149445,2173.640425004562,74.68778488191973,12950.550048104113,134.94397124161105,0.0236165500735
Total national emissions and removals,Total,Total national emissions and removals,2019,361714.4349767572,2157.8937431545505,75.10587532536039,12333.145978974677,200.8581765675987,0.02085786004888
Total national emissions and removals,Total,Total national emissions and removals,2020,321430.23387779394,2069.971258555041,70.70719563316965,11525.463795236754,151.13515733409065,0.01788369025218
Total national emissions and removals,Total,Total national emissions and removals,2021,342591.0955324837,2051.168174868067,72.43470314429108,10819.710287153594,192.87758176493475,0.01794968163969
