GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,339.7142876136456,100.76122535577414,12.00699390913724,Summary1.As2,FINLAND,2009,Sector
"4.  Land use, land-use change and forestry  (4)",-40583.09391000004,41.318562,7.084494,Summary1.As2,FINLAND,2009,Sector
5.  Waste,,97.34073889416489,0.41968430218572,Summary1.As2,FINLAND,2009,Sector
