GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,3167.9363500000004,0.16353,0.082954,Summary1.As3,FINLAND,2003,Sector
CO2 emissions from biomass,30112.7374145,,,Summary1.As3,FINLAND,2003,Sector
CO2 captured,186.21499032633872,,,Summary1.As3,FINLAND,2003,Sector
Long-term storage of C in waste disposal sites,49175.5671,,,Summary1.As3,FINLAND,2003,Sector
Indirect N2O,,,1.15245,Summary1.As3,FINLAND,2003,Sector
Indirect CO2,98.1120211,,,Summary1.As3,FINLAND,2003,Sector
