Category,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Year,Sheet,Main_Category,Sub_Category
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,1990,Summary1As1,Total national emissions and removals,
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,1990,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,1990,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,1990,Summary1As1,Total national emissions and removals,
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,1990,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,1990,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,1990,Summary1As1,3.  Transport,
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,1990,Summary1As1,4.  Other sectors,
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,1990,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,1990,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,1990,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,1990,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,1990,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,10234.924763495315,,,,,,1990,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,1990,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,1990,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,1990,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,4.65055273382887,,,1990,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,1990,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,1990,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,1.24420140183634,,,,,1990,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,614363.2203847475,5419.626362665269,168.1944723172287,12582.825728160473,1243.0533429827867,0.05545701674504,1991,Summary1As1,Total national emissions and removals,
1. Energy,567624.8351479645,1517.5810701402088,12.25304941615515,,,,1991,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),561819.3001640907,,,,,,1991,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),561364.4952109663,134.666319636846,12.10733110536919,,,,1991,Summary1As1,Total national emissions and removals,
1.  Energy industries,235358.6178685517,9.29721397493072,4.77340798677118,,,,1991,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,78754.59302728824,4.23589645258032,0.9826184811337,,,,1991,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,119332.13441367378,50.23476220136224,4.78927414518554,,,,1991,Summary1As1,3.  Transport,
4.  Other sectors,123617.75115968892,70.79002096943812,1.40432149937559,,,,1991,Summary1As1,4.  Other sectors,
5.  Other,4301.39874176371,0.10842603853459,0.15770899290318,,,,1991,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,6260.33993699822,1382.9147505033627,0.14571831078596,,,,1991,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,1312.1340809408694,897.8325295255721,0.000122796,,,,1991,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,4948.205856057351,485.0822209777906,0.14559551478596,,,,1991,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,40751.71190583415,11.36160980369315,82.50653222248519,12582.825728160473,1243.0533429827867,0.05545701674504,1991,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,8516.932429211069,,,,,,1991,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7493.080241436179,8.87472921355697,80.42189158861585,12549.850247320996,16.07851391469603,,1991,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,24232.3036309544,1.47780118282677,0.06383472581813,,1148.136025095774,0.01698125,1991,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,509.3956042325028,,,,,,1991,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,5.5085797132203,,,1991,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,27.46690112625593,,,1991,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.02080590805121,,78.83880397231675,0.03847576674504,1991,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,1.00907940730941,,,,,1991,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,597922.1096053956,5412.773361828221,151.4358931095106,13102.55620347052,617.6405516478967,0.05827520672488,1992,Summary1As1,Total national emissions and removals,
1. Energy,552920.4130407373,1498.6733222588928,12.06596797736782,,,,1992,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),551017.7827981057,,,,,,1992,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),546476.2099848527,127.43002771434573,11.91851692422838,,,,1992,Summary1As1,Total national emissions and removals,
1.  Energy industries,224541.4516384572,9.50191435455435,4.61697502670495,,,,1992,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,76523.4505846677,4.2362424306715,0.9758305905451,,,,1992,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,120729.88080780614,49.61701991694057,4.87281852405445,,,,1992,Summary1As1,3.  Transport,
4.  Other sectors,120586.33536095692,63.97071973156307,1.3033324926728,,,,1992,Summary1As1,4.  Other sectors,
5.  Other,4095.09159296483,0.10413128061624,0.14956029025108,,,,1992,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,6444.203055884522,1371.243294544547,0.14745105313944,,,,1992,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,1122.560923379731,890.3646176577033,8.8452e-05,,,,1992,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,5321.64213250479,480.87867688684366,0.14736260113944,,,,1992,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,39962.87757134683,11.88387041449758,67.88775016961074,13102.55620347052,617.6405516478967,0.05827520672488,1992,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,7976.125129490574,,,,,,1992,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7456.115937121439,9.44111304449843,65.80519170619417,13046.10265777254,16.1620677446289,,1992,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,23019.003962862444,1.53954961906062,0.06596969875409,,513.1553970238398,0.01698125,1992,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,1511.6325418723688,,,,,,1992,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,6.52491267030939,,,1992,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,49.92863302767309,,,1992,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.01658876466249,,88.32308687942798,0.04129395672488,1992,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.90320775093853,,,,,1992,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,583385.0584462105,5355.291009471564,137.0323899641951,13764.685728208276,538.7008464761537,0.05098350085002,1993,Summary1As1,Total national emissions and removals,
1. Energy,539546.6466957834,1421.4490128672585,11.93485266144121,,,,1993,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),532929.7716399181,,,,,,1993,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),532911.0132782923,130.22307370108547,11.77998993307841,,,,1993,Summary1As1,Total national emissions and removals,
1.  Energy industries,208802.333708318,9.9220225132317,4.17113417539241,,,,1993,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,74066.51052749823,3.87727939512361,0.94357307204029,,,,1993,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,121998.99797121914,47.43329870075394,5.15263705709781,,,,1993,Summary1As1,3.  Transport,
4.  Other sectors,123894.8655016057,68.88126185088214,1.36356188539343,,,,1993,Summary1As1,4.  Other sectors,
5.  Other,4148.30556965114,0.10921124109409,0.14908374315447,,,,1993,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,6635.633417491165,1291.2259391661726,0.1548627283628,,,,1993,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,1022.2091415743452,829.103641348178,0.000150336,,,,1993,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,5613.42427591682,462.12229781799465,0.1547123923628,,,,1993,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,39558.08022770985,11.32405954341662,55.18191231177258,13764.685728208276,538.7008464761537,0.05098350085002,1993,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,7965.099800860758,,,,,,1993,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7425.547412528549,9.0199110173254,53.10217161017811,13543.531817589494,40.13152254223736,,1993,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,22471.20406027026,1.54417119849717,0.06689214313789,,399.0121039510152,0.01698125,1993,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,1696.2289540502811,,,,,,1993,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,7.7287590579815,,,1993,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,213.42515156080225,,,1993,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.01284855845658,,99.55721998290116,0.03400225085002,1993,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.75997732759405,,,,,1993,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,577002.1620812862,5081.999547565378,139.2449717514107,14537.303027826963,546.4092799665525,0.05294168695483,1994,Summary1As1,Total national emissions and removals,
1. Energy,531410.7662984238,1120.7428995340747,12.19352555004721,,,,1994,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),524563.9573584192,,,,,,1994,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),523985.2463865404,118.02012472754406,12.00104479428206,,,,1994,Summary1As1,Total national emissions and removals,
1.  Energy industries,204502.41875183812,10.0590967352788,4.0557706928745,,,,1994,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,73103.39220920968,4.13416591761713,0.97910713648861,,,,1994,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,123412.65892346363,43.83281270184124,5.60562039088364,,,,1994,Summary1As1,3.  Transport,
4.  Other sectors,119000.13779905609,59.88882795844012,1.21851417437353,,,,1994,Summary1As1,4.  Other sectors,
5.  Other,3966.63870297274,0.10522141436677,0.14203239966178,,,,1994,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,7425.519911883423,1002.7227748065308,0.19248075576515,,,,1994,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,791.7676864289202,550.9598691629755,8.7156e-05,,,,1994,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,6633.752225454503,451.7629056435552,0.19239359976515,,,,1994,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,41887.94475758753,11.69049309473291,55.11528601009812,14537.303027826963,546.4092799665525,0.05294168695483,1994,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,9075.512596453364,,,,,,1994,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7715.727862139439,9.23831358243582,53.03196812908923,14052.68090475102,72.23674057602744,,1994,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,23456.046025778644,1.59617418382065,0.06869216428487,,361.30848874656,0.01698125,1994,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,1640.658273216084,,,,,,1994,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,9.15471510417915,,,1994,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,475.4674079717643,,,1994,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.01462571672402,,112.86405064396511,0.03596043695483,1994,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.85600532847644,,,,,1994,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,569166.3775157833,5148.808197628839,134.66254722096738,15619.653424166469,533.2729159722217,0.05493050010729,1995,Summary1As1,Total national emissions and removals,
1. Energy,522914.2198673837,1154.9613538814494,12.52443099020078,,,,1995,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),515536.4486177543,,,,,,1995,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),514573.0265494808,102.20755664106863,12.32081999447919,,,,1995,Summary1As1,Total national emissions and removals,
1.  Energy industries,202492.538259512,10.48807616788907,3.99012748283123,,,,1995,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,70344.6393880114,3.98586520658017,0.93770945883232,,,,1995,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,122840.36715227288,40.21141400104982,6.21935829397546,,,,1995,Summary1As1,3.  Transport,
4.  Other sectors,115002.34945380648,47.41981369698467,1.03364554664324,,,,1995,Summary1As1,4.  Other sectors,
5.  Other,3893.13229587805,0.10238756856491,0.13997921219694,,,,1995,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,8341.1933179029,1052.753797240381,0.20361099572159,,,,1995,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,737.4210967891712,602.5162563378652,9.8172e-05,,,,1995,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,7603.772221113728,450.2375409025156,0.20351282372159,,,,1995,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,42581.24896397609,9.67780179114274,50.04405327312988,15619.653424166469,533.2729159722217,0.05493050010729,1995,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,9263.281723540988,,,,,,1995,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7762.113615267349,7.19900957962818,47.96304206439326,14807.31548343136,104.34195860981733,,1995,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,23989.84334057922,1.62637353410706,0.0703021204814,,299.84417160048,0.01698125,1995,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,1566.010284588537,,,,,,1995,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,10.84376004090018,,,1995,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,801.4941806942048,0.46079419992882,,1995,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.01070908825522,,128.62599156199553,0.03794925010729,1995,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.8524186774075,,,,,1995,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,0.0569484059461,1996,Summary1As1,Total national emissions and removals,
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,1996,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),532342.6453999433,,,,,,1996,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),533006.9536396476,102.83639204279996,11.83076103718221,,,,1996,Summary1As1,Total national emissions and removals,
1.  Energy industries,203508.5831342296,10.77519935349093,3.83759385921644,,,,1996,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,70083.26340757462,3.63383085802241,0.89940227465614,,,,1996,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,127482.35530465136,38.73197386943333,5.86692623929426,,,,1996,Summary1As1,3.  Transport,
4.  Other sectors,128120.73624566932,49.59593292112566,1.08925004733358,,,,1996,Summary1As1,4.  Other sectors,
5.  Other,3812.01554752272,0.09945504072763,0.13758861668179,,,,1996,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,8706.853577325543,989.643750657672,0.20851577932683,,,,1996,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,553.7547359513629,557.6112341454902,9.5904e-05,,,,1996,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,8153.098841374179,432.0325165121818,0.20841987532683,,,,1996,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,0.0569484059461,1996,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,9469.175308820691,,,,,,1996,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,,1996,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,25042.711563355217,1.62068806762891,0.06894100960001,,295.4262339726769,0.01698125,1996,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,2047.2972296989344,,,,,,1996,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,12.8444337684462,,,1996,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,1252.5767973227958,1.29051328501919,,1996,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,1.96582873095613,,147.29601057940246,0.0399671559461,1996,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.77085945382999,,,,,1996,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.10800468552,446.9412735815819,0.0558155329415,1997,Summary1As1,Total national emissions and removals,
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,1997,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,1997,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,1997,Summary1As1,Total national emissions and removals,
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,1997,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,1997,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,1997,Summary1As1,3.  Transport,
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,1997,Summary1As1,4.  Other sectors,
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,1997,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,1997,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,1997,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.0710539883984,0.18541803403453,,,,1997,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.10800468552,446.9412735815819,0.0558155329415,1997,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,9739.374403396352,,,,,,1997,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,1997,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,1997,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,1997,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,15.2142317987246,,,1997,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,1997,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,1997,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.73230513650008,,,,,1997,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,569367.1492088307,4881.873577704541,135.94562415593998,15373.822893074395,435.31214191674064,0.05789710508732,1998,Summary1As1,Total national emissions and removals,
1. Energy,527796.8256472688,912.5411855234728,11.7130449073548,,,,1998,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),519058.067759316,,,,,,1998,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),520290.2039318028,87.08299921922809,11.52374723105924,,,,1998,Summary1As1,Total national emissions and removals,
1.  Energy industries,198442.55957229747,7.95711931621795,3.78773511294522,,,,1998,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,71405.296497704,3.46010647405443,0.87198306383296,,,,1998,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,127850.70178422405,32.50761339280048,5.78677723917551,,,,1998,Summary1As1,3.  Transport,
4.  Other sectors,119393.33068488304,43.07257449519771,0.96320446020867,,,,1998,Summary1As1,4.  Other sectors,
5.  Other,3198.315392694225,0.08558554095752,0.11404735489688,,,,1998,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,7506.621715465976,825.4581863042447,0.18929767629556,,,,1998,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,296.9409774467129,455.3355149183256,0.00010854,,,,1998,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,7209.680738019263,370.1226713859191,0.18918913629556,,,,1998,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,40664.82431251041,7.44560923854176,51.21829114700328,15373.822893074395,435.31214191674064,0.05789710508732,1998,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,9849.090506251823,,,,,,1998,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7024.247761547371,5.1578316254702,49.17191108197887,12820.74546,50.80707718867246,,1998,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,22768.922024159056,1.58091937320662,0.06608896667846,,217.63684285824337,0.01878625,1998,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,1022.56402055216,,,,,,1998,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,17.49636656853323,,,1998,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,2535.5810665058634,3.5944745953511,,1998,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,1.98029109834595,,163.2737472744737,0.03911085508732,1998,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.70685823986494,,,,,1998,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,562016.9034296797,4656.257970000691,103.80261191427914,8525.733722629047,412.3438056658791,0.06525650286023,1999,Summary1As1,Total national emissions and removals,
1. Energy,519744.62527999846,807.1017395896392,11.46416195832012,,,,1999,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),515422.2882867025,,,,,,1999,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),513572.28588555823,89.40190912354566,11.30967318448843,,,,1999,Summary1As1,Total national emissions and removals,
1.  Energy industries,188957.708937961,12.19062134217741,3.55134318842492,,,,1999,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,72135.22991343876,3.27378933702107,0.82099533542578,,,,1999,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,129465.27910168156,30.28693779722261,5.85316214750689,,,,1999,Summary1As1,3.  Transport,
4.  Other sectors,119859.68292135996,43.56840656291769,0.97022187807442,,,,1999,Summary1As1,4.  Other sectors,
5.  Other,3154.3850111169822,0.08215408420689,0.11395063505642,,,,1999,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,6172.339394440237,717.6998304660935,0.15448877383169,,,,1999,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,214.3218541169522,377.11750761338266,5.6052e-05,,,,1999,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,5958.017540323285,340.5823228527109,0.15443272183169,,,,1999,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,41305.65919924143,6.53065777245524,19.3398714066861,8525.733722629047,412.3438056658791,0.06525650286023,1999,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,9289.969602125286,,,,,,1999,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,7432.99320865499,4.39442352437566,17.28890421755205,5133.11832,23.4159743453958,,1999,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,24060.56152101584,1.55208783736777,0.06777811309458,,196.46209856561487,0.02736,1999,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,522.1348674453151,,,,,,1999,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,20.12082155381327,,,1999,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
