Category,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Year,Sheet,Main_Category,Sub_Category
Total national emissions and removals,321430.23387779394,2069.971258555041,70.70719563316965,11525.463795236754,151.13515733409065,0.01788369025218,2020,Summary1As1,Total national emissions and removals,
1. Energy,304342.55097109143,236.7511444534617,7.2666925019615,,,,2020,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),298783.6618211124,,,,,,2020,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),300902.1605221364,47.06393120508916,7.16304041582231,,,,2020,Summary1As1,Total national emissions and removals,
1.  Energy industries,75904.16399210814,15.17225079718563,2.34714632842529,,,,2020,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,40301.99438734661,4.70341164211736,0.83781873189256,,,,2020,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,97035.92556911676,3.11274608404675,3.3081588477196,,,,2020,Summary1As1,3.  Transport,
4.  Other sectors,86285.57121903222,24.03850144669825,0.62159156845937,,,,2020,Summary1As1,4.  Other sectors,
5.  Other,1374.5053545326507,0.03702123504117,0.04832493932549,,,,2020,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,3440.390448955055,189.68721324837256,0.10365208613919,,,,2020,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,197.1103257468459,18.98835496461727,5.489208e-05,,,,2020,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,3243.2801232082093,170.69885828375527,0.10359719405919,,,,2020,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,21161.572902241584,3.23009522848678,2.71843737855726,11525.463795236754,151.13515733409065,0.01788369025218,2020,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,5542.541381605896,,,,,,2020,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,4513.425147361346,2.68802071006597,0.1714205040066,,75.08823697297159,,2020,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,10732.3429741133,0.43721851255269,0.02389769517527,1.3416,3.84960143195263,0.00120365,2020,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,373.2633991610408,,,,,,2020,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,20.45831045803691,,,2020,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,11503.663884778716,,,2020,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.52311917937539,,72.19731892916643,0.01668004025218,2020,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.10485600586812,,,,,2020,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
Total national emissions and removals,342591.0955324837,2051.168174868067,72.43470314429108,10819.710287153594,192.87758176493475,0.01794968163969,2021,Summary1As1,Total national emissions and removals,
1. Energy,326511.76114692504,230.26855347012852,7.57899512253192,,,,2021,Summary1As1,Total national emissions and removals,1. Energy
A. Fuel combustion     Reference approach(2),323070.7682699211,,,,,,2021,Summary1As1,Total national emissions and removals,A. Fuel combustion     Reference approach(2)
                                           Sectoral approach(2),323625.13247982407,49.68947872920541,7.49509616691025,,,,2021,Summary1As1,Total national emissions and removals,
1.  Energy industries,79042.08224085718,15.4822701484673,2.28642061468003,,,,2021,Summary1As1,1.  Energy industries,
2.  Manufacturing industries and construction                          ,43264.53152755245,4.82173284619784,0.88268353106684,,,,2021,Summary1As1,2.  Manufacturing industries and construction                          ,
3.  Transport,107071.46218281024,3.46173782413747,3.58246582375358,,,,2021,Summary1As1,3.  Transport,
4.  Other sectors,92679.09027308565,25.88428438702635,0.68679739240449,,,,2021,Summary1As1,4.  Other sectors,
5.  Other,1567.9662555185243,0.03945352337645,0.05672880500531,,,,2021,Summary1As1,5.  Other,
B. Fugitive emissions from fuels,2886.6286671009902,180.5790747409232,0.08389895562167,,,,2021,Summary1As1,5.  Other,B. Fugitive emissions from fuels
1.  Solid fuels,203.98758223384328,18.37490233681769,7.323048e-05,,,,2021,Summary1As1,1.  Solid fuels,
2.  Oil and natural gas and other emissions from energy production,2682.6410848671467,162.2041724041055,0.08382572514167,,,,2021,Summary1As1,2.  Oil and natural gas and other emissions from energy production,
2.  Industrial processes and product use,20131.738578163506,2.08975826988951,2.64813305860004,10819.710287153594,192.87758176493475,0.01794968163969,2021,Summary1As1,2.  Industrial processes and product use,
A.  Mineral industry,6071.116553881695,,,,,,2021,Summary1As1,2.  Industrial processes and product use,A.  Mineral industry
B.  Chemical industry,2995.065704775039,1.45823863922092,0.10962406442979,,120.85207370797806,,2021,Summary1As1,2.  Industrial processes and product use,B.  Chemical industry
C.  Metal industry,10663.149498089171,0.46177572419222,0.02466249613922,2.25992,4.32210386133296,0.00163495,2021,Summary1As1,2.  Industrial processes and product use,C.  Metal industry
D.  Non-energy products from fuels and solvent use ,402.4068214175966,,,,,,2021,Summary1As1,2.  Industrial processes and product use,D.  Non-energy products from fuels and solvent use 
E.  Electronic industry ,,,,19.09858641653228,,,2021,Summary1As1,2.  Industrial processes and product use,E.  Electronic industry 
F.  Product uses as substitutes for ODS,,,,10798.35178073706,,,2021,Summary1As1,2.  Industrial processes and product use,F.  Product uses as substitutes for ODS
G.  Other product manufacture and use ,,,2.51384649803103,,67.70340419562372,0.01631473163969,2021,Summary1As1,2.  Industrial processes and product use,G.  Other product manufacture and use 
H.  Other(3),,0.16974390647637,,,,,2021,Summary1As1,2.  Industrial processes and product use,H.  Other(3)
3.  Agriculture,1312.915065421947,1172.9264618307725,62.92123886438919,,,,1990,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,988.5792854152404,,,,,1990,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,165.93408129716465,11.46756402078032,,,,1990,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,50.67324186235371,,,,1990,Summary1As2,3.  Agriculture,D.  Agricultural soils
F.  Field burning of agricultural residues,,7.46282683056716,0.1934806956073,,,,1990,Summary1As2,3.  Agriculture,F.  Field burning of agricultural residues
G. Liming,1016.4167639794516,,,,,,1990,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,292.9543696691042,,,,,,1990,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,3.54393177339109,10.9502682878003,0.58695228564786,,,,1990,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",3671.103523583243,198.97047038452743,7.20830433478355,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-13940.1560393277,3.55322414450354,1.65640375353389,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14230.876954181367,11.87016846889981,2.46509349029626,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-618.7529639992829,100.25169886799864,0.08677754963568,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),668.771306501126,82.6157463124651,0.07130350057994,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),5426.53467899998,0.14650627053711,1.47876170366521,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-2096.170412772249,,,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.53312632012323,0.42378365267333,,,,1990,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,1445.1711054254847,2508.368963713426,3.2836697786173,,,,1990,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2415.476830752694,,,,,1990,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,0.78179388894899,0.04665065472522,,,,1990,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),1445.1711054254847,7.63512171144274,0.23184927271014,,,,1990,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,84.47521736034132,3.00516985118194,,,,1990,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,1389.6220400746072,1157.9974090478331,62.97354595791011,,,,1991,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,975.9177750286402,,,,,1991,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,164.58572854685056,11.36037153210608,,,,1991,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,50.85887784063269,,,,1991,Summary1As2,3.  Agriculture,D.  Agricultural soils
F.  Field burning of agricultural residues,,6.56362189372771,0.17016797502258,,,,1991,Summary1As2,3.  Agriculture,F.  Field burning of agricultural residues
G. Liming,1016.4167639794516,,,,,,1991,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,369.64186970555056,,,,,,1991,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,3.56340638960483,10.93028357861486,0.58412861014876,,,,1991,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",3183.095061353885,198.7648820573357,7.15096975757703,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-14476.670770223727,3.69658268822828,1.65386711400932,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14225.703683698042,11.85994902427967,2.45531128662272,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-687.4543698384172,99.89774947808672,0.08439689022248,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),697.0377785478196,82.64028011635197,0.07107656266983,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),5321.860489882822,0.13994508456921,1.45143708485841,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-1897.381750712655,,,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.53037566581983,0.42246024075145,,,,1991,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,1413.9562295202718,2533.9213916161984,3.31037496310122,,,,1991,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2439.673052495284,,,,,1991,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,1.69967673201469,0.10172362530916,,,,1991,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),1413.9562295202718,7.48621620662736,0.22446180759664,,,,1991,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,85.06244618227237,2.98418953019542,,,,1991,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,1256.3574723310055,1164.6136234693122,60.95224997161547,,,,1992,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,983.2337326332708,,,,,1992,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,165.64526043191523,11.35796098664445,,,,1992,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,48.90404994535157,,,,1992,Summary1As2,3.  Agriculture,D.  Agricultural soils
F.  Field burning of agricultural residues,,4.80124115292486,0.12447662248324,,,,1992,Summary1As2,3.  Agriculture,F.  Field burning of agricultural residues
G. Liming,1016.4167639794516,,,,,,1992,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,236.64799472888703,,,,,,1992,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,3.29271362266683,10.93338925120146,0.56576241713621,,,,1992,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",2374.4276213895605,198.31694951960333,7.06894699115106,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-14953.63368924997,3.55602412678311,1.62626650274136,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14195.849688742212,11.85577733041764,2.44574507006692,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-806.9337463717778,99.57610091467954,0.0820383199192,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),649.5706225756257,82.66484582387669,0.0708496152824,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),5220.711293515785,0.13307742541389,1.42639031861799,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-1931.1365478223136,,,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.53112389843246,0.42126457987319,,,,1992,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,1408.0338995909156,2539.285596165915,3.46097799976552,,,,1992,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2442.9709087605693,,,,,1992,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,2.61737858797067,0.15678573666652,,,,1992,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),1408.0338995909156,7.19584319271656,0.22181650552134,,,,1992,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,86.50146562465844,3.08237575757766,,,,1992,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,1109.19082472245,1162.470598135969,59.41626776781218,,,,1993,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,984.1454650977182,,,,,1993,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,167.4183534291007,11.39406334079226,,,,1993,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,47.45275962672041,,,,1993,Summary1As2,3.  Agriculture,D.  Agricultural soils
F.  Field burning of agricultural residues,,0.1603986102603,0.00415848248823,,,,1993,Summary1As2,3.  Agriculture,F.  Field burning of agricultural residues
G. Liming,890.4238392064632,,,,,,1993,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,215.5353833925925,,,,,,1993,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,3.23160212339415,10.74638099888986,0.56528631781128,,,,1993,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",1813.7736674374844,198.1551354702636,6.99454560768628,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-15337.25405973761,3.63710682755178,1.61652959209272,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14342.844143492755,11.84100118030523,2.42666718951274,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-963.8176831323826,99.32783870186962,0.08112891815813,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),632.1094414084321,82.68938008177302,0.07062221718047,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),5126.087215896041,0.1321715687805,1.39957274253058,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-1986.195390489751,,,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.5276371099834,0.42028529800857,,,,1993,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,1357.3670305573405,2561.8922034546567,3.50481161548283,,,,1993,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2464.302834501633,,,,,1993,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,3.53549308624696,0.2118726065631,,,,1993,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),1357.3670305573405,6.60562851753323,0.2251593162487,,,,1993,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,87.44824734924349,3.06777969267103,,,,1993,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,1112.3078198511855,1167.9954749871033,61.46111013501815,,,,1994,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,986.8828240738336,,,,,1994,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,170.27113370271204,11.4598945082763,,,,1994,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,49.42064659652281,,,,1994,Summary1As2,3.  Agriculture,D.  Agricultural soils
G. Liming,890.6279511511387,,,,,,1994,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,218.43227507866808,,,,,,1994,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,3.24759362137874,10.84151721055771,0.58056903021904,,,,1994,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",1427.8593689810348,197.84947075569613,6.92214208076699,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-15336.225273423004,3.6585712735602,1.62291433856009,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14325.319961073012,11.82387847452392,2.38961724135211,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-1134.5017252780513,98.99123323767036,0.07919828709115,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),739.4394465041241,82.71388289004078,0.07039436836406,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),5038.654028895878,0.13722761590726,1.37632539822753,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-2204.827068790923,,,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.52467726399359,0.41907777772059,,,,1994,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,1163.283836442643,2583.721209193771,3.55290797548022,,,,1994,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2485.76101426558,,,,,1994,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,4.45694115606957,0.26697915488458,,,,1994,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),1163.283836442643,5.54357836460628,0.19851815468029,,,,1994,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,87.95967540751506,3.08741066591535,,,,1994,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,1093.2274909132848,1159.731679920137,61.58462754924615,,,,1995,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,980.3848737068556,,,,,1995,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,168.49802033592374,11.4358865254303,,,,1995,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,49.57119364145385,,,,1995,Summary1As2,3.  Agriculture,D.  Agricultural soils
G. Liming,911.7815067764476,,,,,,1995,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,178.4050347589481,,,,,,1995,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,3.04094937788912,10.84878587735754,0.577547382362,,,,1995,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",1447.5452364683065,198.2170685091936,6.87091222859905,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-15430.666441632891,4.31218729165746,1.6570625732606,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14519.87560537917,11.80148879974863,2.34969196346795,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-1154.043982499684,98.71752182926618,0.07815970142156,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),826.0298291340741,82.7383542486802,0.07016606883313,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),4956.6301202531085,0.12674713210852,1.3513244357025,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-2270.279894165468,,,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.5207692077326,0.4180416117172,,,,1995,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,1130.1359570419413,2626.220293526916,3.63852317979151,,,,1995,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2530.5140480793166,,,,,1995,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,5.37484955903185,0.32205365906232,,,,1995,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),1130.1359570419413,5.4466883429997,0.203623456095,,,,1995,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,84.88470754556784,3.11284606463419,,,,1995,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,1195.2641083318638,1181.5527555243875,62.65555277955896,,,,1996,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,997.7003618589164,,,,,1996,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,173.30826814280388,11.84862033377254,,,,1996,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,50.24793621390635,,,,1996,Summary1As2,3.  Agriculture,D.  Agricultural soils
G. Liming,1072.2987376876547,,,,,,1996,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,119.95509699595222,,,,,,1996,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,3.01027364825692,10.54412552266726,0.55899623188007,,,,1996,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",477.1863477679066,197.66351128784328,6.74716244705503,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-15901.514844014428,4.01362413038988,1.64711357015318,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14395.95328040963,11.7824764236187,2.29767194975516,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-1333.628129146921,98.44178225127442,0.077380253184,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),710.2643606939916,82.76279415769113,0.06993731858772,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),4818.817176024591,0.14296581049303,1.31313354301359,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-2212.705496198958,,,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.51986851437612,0.41713430123252,,,,1996,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,1137.1148666002075,2635.5697451162005,3.7673696937774,,,,1996,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2538.4838750601984,,,,,1996,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,6.29290848612487,0.3771371946879,,,,1996,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),1137.1148666002075,5.53922896511617,0.21197478985803,,,,1996,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,85.25373260476093,3.17825770923147,,,,1996,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,1053.4498246604091,1173.2121091677154,63.49466448610236,,,,1997,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,989.1059098007648,,,,,1997,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,173.30332686320406,12.02929450728553,,,,1997,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,50.89895817596661,,,,1997,Summary1As2,3.  Agriculture,D.  Agricultural soils
G. Liming,886.5795008373989,,,,,,1997,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,163.90802590886625,,,,,,1997,Summary1As2,3.  Agriculture,H. Urea application
J.  Other ,2.96229791414401,10.80287250374663,0.56641180285022,,,,1997,Summary1As2,3.  Agriculture,J.  Other 
"4.  Land use, land-use change and forestry  (4)",-62.95978519572293,197.613116820238,6.70474258980002,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",
A. Forest land (4),-16024.207596918564,4.17052337545512,1.67384727596229,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",A. Forest land (4)
B. Cropland (4),14361.25037052736,11.77156567121091,2.25139854652353,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",B. Cropland (4)
C. Grassland (4),-1449.6354756266817,98.20223619277434,0.0768345431671,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",C. Grassland (4)
D. Wetlands (4),636.9166338310508,82.78722051253482,0.06970837409328,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",D. Wetlands (4)
E. Settlements (4),4802.364294608241,0.16280997654696,1.30259306024566,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",E. Settlements (4)
G. Harvested wood products ,-2389.648011617133,,,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",G. Harvested wood products 
H. Other  (4),,0.51876109171589,0.41621412585694,,,,1997,Summary1As2,"4.  Land use, land-use change and forestry  (4)",H. Other  (4)
5.  Waste,730.1345457801694,2631.7328176889914,3.81431996263382,,,,1997,Summary1As2,5.  Waste,
A.  Solid waste disposal (5),,2530.7990466070787,,,,,1997,Summary1As2,5.  Waste,A.  Solid waste disposal (5)
B.  Biological treatment of solid waste (5),,7.21159692822735,0.43222844523607,,,,1997,Summary1As2,5.  Waste,B.  Biological treatment of solid waste (5)
C.  Incineration and open burning of waste (5),730.1345457801694,3.12702526208138,0.17339948747782,,,,1997,Summary1As2,5.  Waste,C.  Incineration and open burning of waste (5)
D.  Wastewater treatment and discharge,,90.59514889160396,3.20869202991993,,,,1997,Summary1As2,5.  Waste,D.  Wastewater treatment and discharge
3.  Agriculture,986.7518717568744,1176.7034605179344,62.4856611440181,,,,1998,Summary1As2,3.  Agriculture,
A.  Enteric fermentation,,992.6772419188876,,,,,1998,Summary1As2,3.  Agriculture,A.  Enteric fermentation
B.  Manure management,,172.99614611488107,11.89334166424726,,,,1998,Summary1As2,3.  Agriculture,B.  Manure management
D.  Agricultural soils,,,50.02567619993229,,,,1998,Summary1As2,3.  Agriculture,D.  Agricultural soils
G. Liming,817.735351240372,,,,,,1998,Summary1As2,3.  Agriculture,G. Liming
H. Urea application,165.97620635094168,,,,,,1998,Summary1As2,3.  Agriculture,H. Urea application
