GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,745227.16116179,460.12451097,16.30382342,,,,,Summary1.As1,GERMANY,2009,Sector
2.  Industrial processes and product use,40592.66702545,22.98858693,33.10837439,9464.58459666326,373.8950766216,1129.306933035,0.12905799632,Summary1.As1,GERMANY,2009,Sector
