GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,801552.03629329,515.65569529,17.06577287,,,,,Summary1.As1,GERMANY,2008,Sector
2.  Industrial processes and product use,48805.33299804,24.31399643,31.90644927,9204.69391176602,522.274601665,830.5087216,0.12906435176,Summary1.As1,GERMANY,2008,Sector
