GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,840280.14775026,1108.66080197,18.52204151109365,,,,,Summary1.As1,GERMANY,1999,Sector
2.  Industrial processes and product use,52477.02777496,23.62925175,22.88748048,4857.3065382502,1348.8999065101,3566.0858988,0.18814702584,Summary1.As1,GERMANY,1999,Sector
