GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,838824.47928232,1032.88747402,18.13666704092108,,,,,Summary1.As1,GERMANY,2000,Sector
2.  Industrial processes and product use,57458.04752555,25.43480457,21.70874793,5655.83821531692,877.6802567353,1995.8035388,0.17861832384,Summary1.As1,GERMANY,2000,Sector
