GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,786031.49171094,454.39501141,17.99172562,,,,,Summary1.As1,GERMANY,2013,Sector
2.  Industrial processes and product use,45035.50693002,22.66872032,3.75678026,10324.852855064455,234.168702803,292.36643205999997,0.13694500545,Summary1.As1,GERMANY,2013,Sector
