GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,746812.243738,405.88069163,17.56959364,,,,,Summary1.As1,GERMANY,2014,Sector
2.  Industrial processes and product use,45023.1181584,23.44623204,3.43027972,10465.546192521619,213.597804426,226.9156959,0.13448016901,Summary1.As1,GERMANY,2014,Sector
