GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,631471.2581224669,235.2835862,16.19410806,,,,,Summary1.As1,GERMANY,2021,Sector
2.  Industrial processes and product use,44739.60313708,23.78816159,2.53032654,8069.178194318415,190.946449688,166.6412268,0.11335075514,Summary1.As1,GERMANY,2021,Sector
