GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,810884.15747456,631.13577796,16.08670915,,,,,Summary1.As1,GERMANY,2005,Sector
2.  Industrial processes and product use,52209.01513938,26.43614313,28.55146549,8461.89719075486,773.231615106,956.4450492999999,0.14263318387,Summary1.As1,GERMANY,2005,Sector
