GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,991906.28580199,1647.28333406,23.11770431390087,,,,,Summary1.As1,GERMANY,1990,Sector
2.  Industrial processes and product use,59642.32880433,16.43889309,78.49300829,42.16,2752.0005,4959.6414528000005,0.19421044437,Summary1.As1,GERMANY,1990,Sector
