GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,822516.94837316,565.39211887,16.44034435,,,,,Summary1.As1,GERMANY,2006,Sector
2.  Industrial processes and product use,52624.98684437,25.79674452,27.98817905,8808.93460759785,621.292617866,783.6177084,0.1403790904,Summary1.As1,GERMANY,2006,Sector
