GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,753482.68387094,375.79719005,18.24767723,,,,,Summary1.As1,GERMANY,2016,Sector
2.  Industrial processes and product use,45339.23460444,23.79179472,3.37285769,10629.795252386972,229.570680043,185.525817605,0.15163182438,Summary1.As1,GERMANY,2016,Sector
