GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,32554.7005026,0.22208006,1.12790066,Summary1.As3,GERMANY,2012,Sector
CO2 emissions from biomass,109046.76603653,,,Summary1.As3,GERMANY,2012,Sector
