GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,882022.4308748,1256.75443002,20.24911850228678,,,,,Summary1.As1,GERMANY,1995,Sector
2.  Industrial processes and product use,55746.62277454,20.43920917,84.59576322,2404.00069807046,1878.7353426257,5067.8232594,0.28364690896,Summary1.As1,GERMANY,1995,Sector
