GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,751574.55945174,409.45758864,18.02139175,,,,,Summary1.As1,GERMANY,2015,Sector
2.  Industrial processes and product use,43582.18629121,23.53203768,3.53463034,10694.27710933733,222.586852238,248.29209210000002,0.14240100057,Summary1.As1,GERMANY,2015,Sector
