GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,659812.61142748,248.78447142,16.67574339,,,,,Summary1.As1,GERMANY,2019,Sector
2.  Industrial processes and product use,44947.94998497,22.60030561,2.79900575,8743.367992130208,210.883196527,207.75738,0.17190044713,Summary1.As1,GERMANY,2019,Sector
