GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,846691.15890158,883.75923358,16.55975888033649,,,,,Summary1.As1,GERMANY,2002,Sector
2.  Industrial processes and product use,49590.10565003,23.51748689,29.35140865,7598.21593355129,868.0692187963,1782.3152013,0.13518650351,Summary1.As1,GERMANY,2002,Sector
