GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,704779.95628044,319.64648354,17.84735594,,,,,Summary1.As1,GERMANY,2018,Sector
2.  Industrial processes and product use,47175.78398217,22.89293488,3.21789875,9424.784458961367,263.068359497,191.1247996,0.16976378392,Summary1.As1,GERMANY,2018,Sector
