GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,913683.04351803,1412.24907438,20.9764082033979,,,,,Summary1.As1,GERMANY,1992,Sector
2.  Industrial processes and product use,53095.80326188,17.23122432,88.9841482,258.891326411,2165.10375,4552.654091,0.22972838295,Summary1.As1,GERMANY,1992,Sector
