GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,764921.91920916,482.88158136,17.96500186,,,,,Summary1.As1,GERMANY,2012,Sector
2.  Industrial processes and product use,45257.70603864,22.96249169,3.65340475,10337.407863387723,221.3034250879,286.96029446,0.13520124605,Summary1.As1,GERMANY,2012,Sector
