GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,782694.02905897,464.79703824,17.40215911,,,,,Summary1.As1,GERMANY,2010,Sector
2.  Industrial processes and product use,45918.5642986,23.72851271,5.91122711,9753.447801995413,317.4960753136,477.79041924,0.13168767736,Summary1.As1,GERMANY,2010,Sector
