GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,31249.23905822,0.20651664,1.07781648,Summary1.As3,GERMANY,2014,Sector
CO2 emissions from biomass,104619.96698599,,,Summary1.As3,GERMANY,2014,Sector
