GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
Total national emissions and removals,483427.42299713567,2534.4961957293176,74.53535876362096,12755.156837064387,221.6587985790211,"NO,NE",0.02296657471597,2.096730672e-05,1192.5726911336262,1795.5366624671776,871.4945482360328,482.1842433467877,2012,Total
