GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Year,Level
Total national emissions and removals,564783.4410595656,5019.5415428988435,135.95180120376398,18356.108004685513,446.9412735815819,0.0558155329415,1997,Total
