GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),1594.5132133333348,,,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
                                           Sectoral approach(2),1596.3894140109173,0.13533012209307,0.07806672668185,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
1.  Energy industries,5.103079958,0.0002067162,4.13432e-05,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,82.4175658549,0.0049681758,0.0200496277,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
3.  Transport,856.5352795895041,0.07006772217307,0.02779124331185,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
4.  Other sectors,649.6821882806133,0.05978527592,0.03016251367,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
5.  Other,2.6513003279,0.000302232,2.19988e-05,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
B. Fugitive emissions from fuels,182.953897382647,0.181749691615,,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,182.953897382647,0.181749691615,,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
A.  Mineral industry,0.5474945124,,,,,,Summary1.As1,ICELAND,2014,Subsector,1. Energy
