GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),1599.9180550654598,,,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
                                           Sectoral approach(2),1804.1295264635235,0.16941320941068,0.08492512636938,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
1.  Energy industries,8.3582431713,0.0020516463,0.0005124636,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,132.8308614833,0.008059205,0.0198765755,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
3.  Transport,884.5550438926775,0.08820816156068,0.03157520309938,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
4.  Other sectors,764.507293581246,0.07052426375,0.03284977967,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
5.  Other,13.878084335,0.0005699328,0.0001111045,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
B. Fugitive emissions from fuels,189.643892310354,0.202633011095,,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,189.643892310354,0.202633011095,,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
A.  Mineral industry,10.3999726921,,,,,,Summary1.As1,ICELAND,2010,Subsector,1. Energy
