GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),214.57210639407725,,,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
                                           Sectoral approach(2),214.4606886675829,0.02677767312571,0.00595433015932,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
1.  Energy industries,2.82744,0.00138522166272,0.00023461304832,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,36.29826539013163,0.00065456869231,0.0002570256067,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
3.  Transport,86.51489115865066,0.01396859541652,0.00454755532352,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
4.  Other sectors,88.82009211880063,0.01076928735416,0.00091513618078,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
B. Fugitive emissions from fuels,0.00027864831851,0.03544549508002,,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.00027864831851,0.03544549508002,,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,0.1536178569863,,,,,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,4.25515673909395,0.01184597613113,,Summary1.As1,LIECHTENSTEIN,2001,Subsector,1. Energy
