GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,1484.7729688000002,1210.5831595258628,58.35882604670333,Summary1.As2,CAN,1996,Sector
"4.  Land use, land-use change and forestry  (4)",-49174.46484257999,33.37245,1.471317,Summary1.As2,CAN,1996,Sector
5.  Waste,241.81020966114002,729.7964444798477,3.92977855026027,Summary1.As2,CAN,1996,Sector
