GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),161776.74079908556,,,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
                                           Sectoral approach(2),163861.6210102154,46.28431730748851,1.82204352624137,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
1.  Energy industries,62723.0610041641,4.05736122754072,0.61068183377681,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,29390.772273180166,3.06125041351664,0.10602998014054,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
3.  Transport,32624.933826548015,4.26780006000683,0.91056296026622,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
4.  Other sectors,38858.588958348126,34.86238470527232,0.1741344605668,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
5.  Other,264.264947975,0.035520901152,0.020634291491,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
B. Fugitive emissions from fuels,308.0822019210004,40.47530406,,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
1.  Solid fuels,89.2368447810004,0.2327666,,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,218.84535713999998,40.24253746,,,,,Summary1.As1,NETHERLANDS,1999,Subsector,1. Energy
