GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
C. Grassland (4),-14273.13818469154,7.016295,0.640618,,,,,Summary1.As2,USA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),3231.550664422092,1786.779141033758,0.57988482857143,,,,,Summary1.As2,USA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-39381.75664812396,,3.44667024432729,,,,,Summary1.As2,USA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-69051.63136666674,,,,,,,Summary1.As2,USA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.58260408,,,,,Summary1.As2,USA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4964.237527221712,,,,,,Summary1.As2,USA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,76.0123825544208,5.49362244816,,,,,Summary1.As2,USA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2010,Subsector,5.  Waste
A.  Enteric fermentation,,6726.747421033088,,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
B.  Manure management,,2106.006925506636,57.64400470972878,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
C.  Rice cultivation,,612.1311392572826,,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
D.  Agricultural soils,,,1109.8982523341135,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,14.40510839638424,0.52899865329438,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
G. Liming,3873.02773974612,,,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
H. Urea application,4097.311415646073,,,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
A. Forest land (4),-741364.7917417038,172.62486522423058,14.02976197525049,,,,,Summary1.As2,USA,2011,Subsector,3.  Agriculture
C. Grassland (4),-16253.664819606922,31.642825,2.889126,,,,,Summary1.As2,USA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7429.49783638811,1786.5228743192563,0.47110609285714,,,,,Summary1.As2,USA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-40340.27156085465,,3.97860313503033,,,,,Summary1.As2,USA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-70997.56913333306,,,,,,,Summary1.As2,USA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.6215412,,,,,Summary1.As2,USA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4628.729001022226,,,,,,Summary1.As2,USA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,78.48224901333371,5.60248644816,,,,,Summary1.As2,USA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2011,Subsector,5.  Waste
A.  Enteric fermentation,,6639.942920824181,,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
B.  Manure management,,2180.254531035357,58.01094976460888,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
C.  Rice cultivation,,606.4118602455305,,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
D.  Agricultural soils,,,1065.7736051472912,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,15.93607699317982,0.58551768614608,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
G. Liming,5970.009285161958,,,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
H. Urea application,4281.514169766247,,,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
A. Forest land (4),-724261.4613096415,224.99589817423052,15.65191218091041,,,,,Summary1.As2,USA,2012,Subsector,3.  Agriculture
C. Grassland (4),-29305.54769186082,23.239924,2.121906,,,,,Summary1.As2,USA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7837.804696376836,1786.0152593543542,0.45747198,,,,,Summary1.As2,USA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-40670.0477401813,,3.37578203331961,,,,,Summary1.As2,USA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-76475.00593333326,,,,,,,Summary1.As2,USA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.6462692,,,,,Summary1.As2,USA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4687.475694693249,,,,,,Summary1.As2,USA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,81.53544770445168,5.80965464016,,,,,Summary1.As2,USA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2012,Subsector,5.  Waste
A.  Enteric fermentation,,6595.309137638284,,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
B.  Manure management,,2094.911723963869,57.9712668806398,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
C.  Rice cultivation,,551.2269468786409,,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
D.  Agricultural soils,,,1186.5362806237792,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,16.99598101570369,0.62187669316941,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
G. Liming,3907.053369806566,,,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
H. Urea application,4443.382543046358,,,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
A. Forest land (4),-708446.1185249055,249.31870425994487,17.59692894832067,,,,,Summary1.As2,USA,2013,Subsector,3.  Agriculture
C. Grassland (4),-12955.503399627758,7.681131,0.701321,,,,,Summary1.As2,USA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7855.386845778016,1786.5273191889562,0.48192278857143,,,,,Summary1.As2,USA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-42637.69094111453,,3.54942784672504,,,,,Summary1.As2,USA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-82688.87660000027,,,,,,,Summary1.As2,USA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.69825784,,,,,Summary1.As2,USA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4552.642596476898,,,,,,Summary1.As2,USA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,87.01819636004159,6.11175224016,,,,,Summary1.As2,USA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2013,Subsector,5.  Waste
A.  Enteric fermentation,,6519.186417135425,,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
B.  Manure management,,2077.6008586629296,57.93977868122584,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
C.  Rice cultivation,,616.1879380020941,,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
D.  Agricultural soils,,,1211.0436624268568,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.6403610450736,0.65118111805283,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
G. Liming,3585.5622140033406,,,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
H. Urea application,4512.213543681392,,,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
A. Forest land (4),-730268.7125070278,99.20314997423056,8.27553418996747,,,,,Summary1.As2,USA,2014,Subsector,3.  Agriculture
C. Grassland (4),-3561.076927319244,15.64624,1.428571,,,,,Summary1.As2,USA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7855.413155383504,1786.4151211652431,0.46788814428571,,,,,Summary1.As2,USA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-44509.031490485104,,3.54100740479431,,,,,Summary1.As2,USA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-85945.93223333315,,,,,,,Summary1.As2,USA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.73566952,,,,,Summary1.As2,USA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4544.197372585148,,,,,,Summary1.As2,USA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,89.70481262227754,6.26960504016,,,,,Summary1.As2,USA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2014,Subsector,5.  Waste
A.  Enteric fermentation,,6639.011866795502,,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
B.  Manure management,,2215.534641094545,59.61269144244617,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
C.  Rice cultivation,,647.8766186732811,,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
D.  Agricultural soils,,,1184.8812348904944,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.54539228249674,0.64279434819955,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
G. Liming,3744.612781060396,,,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
H. Urea application,4679.450362696179,,,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
A. Forest land (4),-645448.28966329,594.1461186456592,41.16901879826936,,,,,Summary1.As2,USA,2015,Subsector,3.  Agriculture
C. Grassland (4),-7826.884227049375,12.57963,1.149529,,,,,Summary1.As2,USA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7880.777611991958,1786.2901471276573,0.48282897,,,,,Summary1.As2,USA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-44829.68812950682,,3.34075753098134,,,,,Summary1.As2,USA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-91481.27449999984,,,,,,,Summary1.As2,USA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.7891232,,,,,Summary1.As2,USA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4493.070816088541,,,,,,Summary1.As2,USA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,92.32035142165056,6.37030424016,,,,,Summary1.As2,USA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2015,Subsector,5.  Waste
A.  Enteric fermentation,,6852.826684764483,,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
B.  Manure management,,2285.498147520295,61.73657086682846,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
C.  Rice cultivation,,631.2656178625751,,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
D.  Agricultural soils,,,1145.1370376380778,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.12322870395085,0.63882836292457,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
G. Liming,3015.197763726162,,,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
H. Urea application,4720.0519910490175,,,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
A. Forest land (4),-748457.5791288624,122.01998393494486,9.81242686015615,,,,,Summary1.As2,USA,2016,Subsector,3.  Agriculture
C. Grassland (4),-13388.35117926688,11.47825,1.047542,,,,,Summary1.As2,USA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7708.216611084457,1790.985682617249,0.48742736,,,,,Summary1.As2,USA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-43183.9646154752,,3.27467476522336,,,,,Summary1.As2,USA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-95141.37013333324,,,,,,,Summary1.As2,USA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.81965059926602,,,,,Summary1.As2,USA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4350.485566768133,,,,,,Summary1.As2,USA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,97.95111696045488,6.83841944016,,,,,Summary1.As2,USA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2016,Subsector,5.  Waste
A.  Enteric fermentation,,6997.673102989318,,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
B.  Manure management,,2300.198439445451,63.7593502080436,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
C.  Rice cultivation,,595.6671399997964,,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
D.  Agricultural soils,,,1172.0733714032317,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.16793744400554,0.64117038495651,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
G. Liming,3069.018757746684,,,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
H. Urea application,4862.222628346229,,,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
A. Forest land (4),-708745.4831210955,342.084699252802,21.85856698245425,,,,,Summary1.As2,USA,2017,Subsector,3.  Agriculture
C. Grassland (4),-13538.775677597738,12.22193,1.116481,,,,,Summary1.As2,USA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7613.355626577229,1790.9258505219836,0.48582058714286,,,,,Summary1.As2,USA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-46649.472729115776,,3.34804835648721,,,,,Summary1.As2,USA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-100273.19610000002,,,,,,,Summary1.As2,USA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.8175603839074,,,,,Summary1.As2,USA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4423.601547979253,,,,,,Summary1.As2,USA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,104.16098968980911,7.35043849344,,,,,Summary1.As2,USA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2017,Subsector,5.  Waste
A.  Enteric fermentation,,7027.951817890833,,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
B.  Manure management,,2375.0552588015767,64.73700314102955,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
C.  Rice cultivation,,623.0877712057603,,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
D.  Agricultural soils,,,1221.8246572514352,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.03975828311037,0.63858539078295,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
G. Liming,2239.669536400675,,,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
H. Urea application,4938.511897702336,,,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
A. Forest land (4),-708735.2638644632,245.6152651920877,17.12596628317501,,,,,Summary1.As2,USA,2018,Subsector,3.  Agriculture
C. Grassland (4),-12938.55501549531,11.71978,1.069881,,,,,Summary1.As2,USA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7648.432968917381,1790.8093042543517,0.52341408428571,,,,,Summary1.As2,USA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-45934.92125613136,,3.42407747857083,,,,,Summary1.As2,USA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-93973.53789999956,,,,,,,Summary1.As2,USA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.81548018460553,,,,,Summary1.As2,USA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4524.687869108619,,,,,,Summary1.As2,USA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,96.56534471046191,6.77812874256,,,,,Summary1.As2,USA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2018,Subsector,5.  Waste
A.  Enteric fermentation,,7045.662599555981,,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
B.  Manure management,,2348.115294808626,65.48696928250574,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
C.  Rice cultivation,,602.4030142787716,,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
D.  Agricultural soils,,,1167.2907098740277,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.12556082773868,0.64091143043252,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
G. Liming,2203.398054237545,,,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
H. Urea application,5030.205034740135,,,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
A. Forest land (4),-658022.9445243005,228.74369104208773,17.98593547853426,,,,,Summary1.As2,USA,2019,Subsector,3.  Agriculture
C. Grassland (4),-9307.08580410042,12.05885,1.10138,,,,,Summary1.As2,USA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7682.5630836515265,1790.778576076348,0.50612258285714,,,,,Summary1.As2,USA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-45382.42441801254,,3.5407036920654,,,,,Summary1.As2,USA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-89565.61423333328,,,,,,,Summary1.As2,USA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.8134099533647,,,,,Summary1.As2,USA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4607.192224957958,,,,,,Summary1.As2,USA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,96.91440855175912,6.80951964126941,,,,,Summary1.As2,USA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2019,Subsector,5.  Waste
A.  Enteric fermentation,,7007.088454630094,,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
B.  Manure management,,2382.651262513368,66.04408281713047,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
C.  Rice cultivation,,629.5562657095545,,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
D.  Agricultural soils,,,1096.372121699737,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.05785582536661,0.63886955808253,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
G. Liming,2915.108371488707,,,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
H. Urea application,5121.898171777947,,,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
A. Forest land (4),-709096.1417288051,534.7450019742306,31.69468046543917,,,,,Summary1.As2,USA,2020,Subsector,3.  Agriculture
C. Grassland (4),-19874.93200564045,11.8299,1.080088,,,,,Summary1.As2,USA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7808.616211854634,1789.7137082210895,0.50621818857143,,,,,Summary1.As2,USA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-52560.227136754285,,3.62099432316378,,,,,Summary1.As2,USA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-96584.1415,,,,,,,Summary1.As2,USA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.81134964241916,,,,,Summary1.As2,USA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4456.151413791508,,,,,,Summary1.As2,USA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,97.7929858918452,6.87541294177586,,,,,Summary1.As2,USA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2020,Subsector,5.  Waste
A.  Enteric fermentation,,6962.036456646973,,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
B.  Manure management,,2357.613723455672,65.69940105585206,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
C.  Rice cultivation,,599.8521550484836,,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
D.  Agricultural soils,,,1109.5599196617566,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.1192820217821,0.64033771602243,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
G. Liming,3046.655349039164,,,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
H. Urea application,5213.591308815764,,,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
A. Forest land (4),-690776.74013236,554.4581195563734,34.98041413789199,,,,,Summary1.As2,USA,2021,Subsector,3.  Agriculture
C. Grassland (4),-14663.90570658908,11.9844921595699,1.09448073872033,,,,,Summary1.As2,USA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-7838.311819173419,1789.6454196562436,0.50596984,,,,,Summary1.As2,USA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-53499.596194043566,,3.67651643735619,,,,,Summary1.As2,USA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-102831.07193333388,,,,,,,Summary1.As2,USA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.80929920423194,,,,,Summary1.As2,USA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4379.064627682818,,,,,,Summary1.As2,USA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,97.90360853490682,6.88370964000548,,,,,Summary1.As2,USA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2021,Subsector,5.  Waste
Navigation,65428.97352964555,6.52759940648025,1.657803023868,,,,,Summary1.As3,USA,1990,Subsector,International bunkers
Navigation,71230.34959178508,7.11033669808938,1.80579979634016,,,,,Summary1.As3,USA,1991,Subsector,International bunkers
Navigation,61093.61870593773,6.09531846591301,1.54801738816838,,,,,Summary1.As3,USA,1992,Subsector,International bunkers
Navigation,50939.30154994594,5.07808141571392,1.2896714706575,,,,,Summary1.As3,USA,1993,Subsector,International bunkers
Navigation,48346.93847238924,4.82275830536615,1.22482750612474,,,,,Summary1.As3,USA,1994,Subsector,International bunkers
Navigation,48588.64319880868,4.84635425988244,1.23082012949395,,,,,Summary1.As3,USA,1995,Subsector,International bunkers
Navigation,48720.63316653054,4.86223341546923,1.23485293091282,,,,,Summary1.As3,USA,1996,Subsector,International bunkers
Navigation,52475.73647647682,5.23666156483287,1.32994579424327,,,,,Summary1.As3,USA,1997,Subsector,International bunkers
Navigation,56410.25114626434,5.6262724268825,1.42889458460508,,,,,Summary1.As3,USA,1998,Subsector,International bunkers
Navigation,45175.89500835902,4.50680644392659,1.14458576353691,,,,,Summary1.As3,USA,1999,Subsector,International bunkers
Navigation,39766.12238291208,3.96323140464436,1.00653495990968,,,,,Summary1.As3,USA,2000,Subsector,International bunkers
Navigation,37397.23677504202,3.73127671494779,0.94762583236769,,,,,Summary1.As3,USA,2001,Subsector,International bunkers
Navigation,39874.2513852104,3.97749182714965,1.0101566545142,,,,,Summary1.As3,USA,2002,Subsector,International bunkers
Navigation,43189.73442352132,4.31031471397,1.09468310196063,,,,,Summary1.As3,USA,2003,Subsector,International bunkers
Navigation,52267.58018054697,5.2075529906911,1.32255314049298,,,,,Summary1.As3,USA,2004,Subsector,International bunkers
Navigation,53106.8562097716,5.29289301873301,1.34422679840838,,,,,Summary1.As3,USA,2005,Subsector,International bunkers
Navigation,53902.29050578183,5.37745416930405,1.36570264617246,,,,,Summary1.As3,USA,2006,Subsector,International bunkers
Navigation,53888.50505128534,5.37767778303031,1.36575943696008,,,,,Summary1.As3,USA,2007,Subsector,International bunkers
Navigation,58231.99043670023,5.81280305959461,1.47626744370657,,,,,Summary1.As3,USA,2008,Subsector,International bunkers
Navigation,53649.743997147896,5.35773769025332,1.36069528641354,,,,,Summary1.As3,USA,2009,Subsector,International bunkers
Navigation,56057.80658008259,5.59307945821358,1.42046462430821,,,,,Summary1.As3,USA,2010,Subsector,International bunkers
Navigation,46889.82684995165,4.67883523287745,1.18827561469903,,,,,Summary1.As3,USA,2011,Subsector,International bunkers
Navigation,41298.25355021108,4.12080084281566,1.0465525950008,,,,,Summary1.As3,USA,2012,Subsector,International bunkers
Navigation,34115.91001511505,3.4035279512037,0.86438805109935,,,,,Summary1.As3,USA,2013,Subsector,International bunkers
Navigation,33808.704374913155,3.37116010330534,0.8561676452839,,,,,Summary1.As3,USA,2014,Subsector,International bunkers
Navigation,38967.28621872056,3.88266970884285,0.98607484669025,,,,,Summary1.As3,USA,2015,Subsector,International bunkers
Navigation,42553.8186767533,4.24126158851624,1.07714580025809,,,,,Summary1.As3,USA,2016,Subsector,International bunkers
Navigation,42428.01307924539,4.2283555666192,1.07386808041123,,,,,Summary1.As3,USA,2017,Subsector,International bunkers
Navigation,41325.29866807173,4.1149219991051,1.04505955532828,,,,,Summary1.As3,USA,2018,Subsector,International bunkers
Navigation,35351.18548327877,3.5161151673422,0.89298162980119,,,,,Summary1.As3,USA,2019,Subsector,International bunkers
Navigation,29856.976682630822,2.97143203615258,0.754649406007,,,,,Summary1.As3,USA,2020,Subsector,International bunkers
Navigation,29368.71175289676,2.92342366168104,0.74245680296661,,,,,Summary1.As3,USA,2021,Subsector,International bunkers
