GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,38595.39966369851,1.80490655447189,1.07254523573268,Summary1.As3,JAPAN,2004,Sector
CO2 emissions from biomass,46929.72546747982,,,Summary1.As3,JAPAN,2004,Sector
CO2 captured,0.0357,,,Summary1.As3,JAPAN,2004,Sector
Indirect CO2,3336.016725440784,,,Summary1.As3,JAPAN,2004,Sector
