GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,1128004.2093581846,85.31936017720246,21.58531097849597,,,,Summary1.As1,JAPAN,2017,Sector
2.  Industrial processes and product use,46833.879579685185,1.7074430490434,3.42167389293191,44956.352738435635,3521.3092456541726,0.09082253811536,Summary1.As1,JAPAN,2017,Sector
