GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,452.8689054476191,1005.955456842168,35.88135696425631,Summary1.As2,JAPAN,1996,Sector
"4.  Land use, land-use change and forestry  (4)",-83204.1174585395,4.68354335407389,2.76647543946391,Summary1.As2,JAPAN,1996,Sector
5.  Waste,17045.28524313742,458.3147537398113,15.53877555127015,Summary1.As2,JAPAN,1996,Sector
6.  Other   (please specify)(6),,,,Summary1.As2,JAPAN,1996,Sector
