GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
C.  Metal industry,88.984,1.00107,,Summary1.As1,BELARUS,1990,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,1.12024,,,Summary1.As1,BELARUS,1990,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.24,Summary1.As1,BELARUS,1990,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,Summary1.As1,BELARUS,1990,Subsector,2.  Industrial processes and product use
