GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),55072.342934747314,,,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
                                           Sectoral approach(2),57676.8555195,13.3182740645,1.727181978,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
1.  Energy industries,35909.299165,1.06716504,0.19126367,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3827.9565565,0.13682503,0.024032706,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
3.  Transport,7464.8846855,1.9956702795,0.711517568,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
4.  Other sectors,9513.5697465,9.485129815,0.793398948,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
5.  Other,961.1453659999999,0.6334839,0.006969086,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
B. Fugitive emissions from fuels,6.16748300168534,101.1893535733945,9.88e-07,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.16748300168534,101.1893535733945,9.88e-07,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
A.  Mineral industry,1204.9839128222427,,,,,,Summary1.As1,BELARUS,1996,Subsector,1. Energy
