GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),55462.76801514983,,,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
                                           Sectoral approach(2),57001.3486812,12.07057523585,1.8072832975,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
1.  Energy industries,32190.8941308,1.301166895,0.1810844285,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,5221.3161459,0.359182198,0.0517272977,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
3.  Transport,11691.448629999999,2.25624923485,0.7373815094,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
4.  Other sectors,6553.5806045,7.765338443,0.8272399208,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
5.  Other,1344.1091700000006,0.388638465,0.0098501411,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
B. Fugitive emissions from fuels,6.18825399664094,109.86817567,5.8064e-07,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.18825399664094,109.86817567,5.8064e-07,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
A.  Mineral industry,3434.6671569920723,,,,,,Summary1.As1,BELARUS,2014,Subsector,1. Energy
