GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),52685.99609355307,,,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
                                           Sectoral approach(2),54143.257036,16.21214906445,1.9375483818,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
1.  Energy industries,32071.5235775,1.17998747,0.156890954,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4108.86267,0.15463274,0.020803196,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
3.  Transport,9281.328732,1.94011240945,0.7149758018,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
4.  Other sectors,6929.9512685,12.205345345,1.031972616,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
5.  Other,1751.590788,0.7320711,0.012905814,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
B. Fugitive emissions from fuels,6.55614646777789,112.64418001115597,8.284e-07,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.55614646777789,112.64418001115597,8.284e-07,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
A.  Mineral industry,2623.6962826710046,,,,,,Summary1.As1,BELARUS,2007,Subsector,1. Energy
